,number,value,datetime_start,datetime_complete,duration,params_lr,params_nl2,params_num_ct,params_scheduler_gamma,params_sigma2,params_weight_decay,state
2038,2038,,2021-02-08 21:45:39.705894,2021-02-08 21:45:40.476085,0 days 00:00:00.770191,0.01104003890229715,7,0,0.9559574372497149,14,0.04212372290256002,FAIL
2039,2039,,2021-02-08 21:45:40.477662,2021-02-08 21:45:41.142617,0 days 00:00:00.664955,0.0004248030115311589,7,0,0.9586384241972096,14,0.03202009472343952,FAIL
2040,2040,,2021-02-08 21:45:41.144194,2021-02-08 21:45:41.846926,0 days 00:00:00.702732,0.0007003718965342693,7,0,0.9243626426864251,14,0.027679886200875293,FAIL
2041,2041,,2021-02-08 21:45:41.848495,2021-02-08 21:45:42.512528,0 days 00:00:00.664033,0.00044510666419109434,7,0,0.9559339741225145,14,0.04354173758413043,FAIL
2042,2042,,2021-02-08 21:45:42.513460,2021-02-08 21:45:43.166617,0 days 00:00:00.653157,0.0005047616712781117,7,0,0.9566500972392197,14,0.04279011786628009,FAIL
2043,2043,,2021-02-08 21:45:43.168184,2021-02-08 21:45:43.843821,0 days 00:00:00.675637,0.0002649194374080664,7,0,0.971456284639537,14,0.043987165718817306,FAIL
2044,2044,,2021-02-08 21:45:43.844787,2021-02-08 21:45:44.494859,0 days 00:00:00.650072,0.0002761706471944017,7,0,0.9576486839430394,14,0.043505692118782094,FAIL
2045,2045,,2021-02-08 21:45:44.496393,2021-02-08 21:45:45.177299,0 days 00:00:00.680906,0.00043956370252927176,7,0,0.9553011747158311,14,0.04286675209550461,FAIL
2046,2046,,2021-02-08 21:45:45.178192,2021-02-08 21:45:45.974817,0 days 00:00:00.796625,0.011340027843511001,7,0,0.9583614824179696,14,0.030417662445455726,FAIL
2047,2047,,2021-02-08 21:45:45.975722,2021-02-08 21:45:46.641289,0 days 00:00:00.665567,0.0004795783555234647,7,0,0.9579575861893979,14,0.041680346155931774,FAIL
2048,2048,,2021-02-08 21:45:46.642881,2021-02-08 21:45:47.323469,0 days 00:00:00.680588,0.0007867447322936474,7,0,0.9576558359050358,14,0.031171865237796723,FAIL
2049,2049,,2021-02-08 21:45:47.324383,2021-02-08 21:45:47.976483,0 days 00:00:00.652100,0.0007230285668416574,7,0,0.9569118795830058,14,0.04239635835610852,FAIL
2050,2050,,2021-02-08 21:45:47.977450,2021-02-08 21:45:48.631576,0 days 00:00:00.654126,0.0004150597714673058,7,0,0.9559335595378743,14,0.03104905713014681,FAIL
2051,2051,,2021-02-08 21:45:48.633220,2021-02-08 21:45:49.332016,0 days 00:00:00.698796,0.0005238661121302056,7,0,0.9581742000863069,14,0.030886501794773976,FAIL
2052,2052,,2021-02-08 21:45:49.333556,2021-02-08 21:45:50.013994,0 days 00:00:00.680438,0.01521417744916688,7,0,0.9563429818763468,14,0.04325062929339717,FAIL
2053,2053,,2021-02-08 21:45:50.015535,2021-02-08 21:45:50.715529,0 days 00:00:00.699994,0.0006946369954699429,7,0,0.9579512057656704,14,0.03072086072013128,FAIL
2054,2054,,2021-02-08 21:45:50.716437,2021-02-08 21:45:51.495289,0 days 00:00:00.778852,0.0005444537824422005,7,0,0.9229879714131018,14,0.03113350595977419,FAIL
2055,2055,,2021-02-08 21:45:51.496877,2021-02-08 21:45:52.183259,0 days 00:00:00.686382,0.0002866372727847615,7,0,0.9226497472142298,14,0.03131093106959066,FAIL
2056,2056,,2021-02-08 21:45:52.184873,2021-02-08 21:45:52.857697,0 days 00:00:00.672824,0.0007102801953046584,7,0,0.9244160248078015,14,0.042774857248758937,FAIL
2057,2057,,2021-02-08 21:45:52.859308,2021-02-08 21:45:53.538307,0 days 00:00:00.678999,0.0007538443380628724,7,0,0.9582736951918258,14,0.030131298868985655,FAIL
2058,2058,,2021-02-08 21:45:53.539918,2021-02-08 21:45:54.202279,0 days 00:00:00.662361,0.0006588888942887594,7,0,0.9564778210438184,14,0.031272965108310784,FAIL
2059,2059,,2021-02-08 21:45:54.203868,2021-02-08 21:45:54.873062,0 days 00:00:00.669194,0.0004925364377443948,7,0,0.9556104516738755,14,0.029619736954984464,FAIL
2060,2060,,2021-02-08 21:45:54.874110,2021-02-08 21:45:55.520551,0 days 00:00:00.646441,0.012855297512204664,7,0,0.9711606945853549,14,0.03116586838529382,FAIL
2061,2061,,2021-02-08 21:45:55.522148,2021-02-08 21:45:56.192771,0 days 00:00:00.670623,0.0004965635839494415,7,0,0.9555952012479221,14,0.03018037611604555,FAIL
2062,2062,,2021-02-08 21:45:56.194369,2021-02-08 21:45:57.008303,0 days 00:00:00.813934,1.3846454054075843e-05,7,0,0.9559875494860616,14,0.0423319794685066,FAIL
2063,2063,,2021-02-08 21:45:57.009261,2021-02-08 21:45:57.647515,0 days 00:00:00.638254,0.014094366349668631,7,0,0.975693193992035,14,0.03096725356803358,FAIL
2064,2064,,2021-02-08 21:45:57.648453,2021-02-08 21:45:58.287807,0 days 00:00:00.639354,2.1286841002878655e-05,7,0,0.9710199892273625,14,0.027450629628996363,FAIL
2065,2065,,2021-02-08 21:45:58.288714,2021-02-08 21:45:58.929561,0 days 00:00:00.640847,2.1432585037446616e-05,7,0,0.959056569002639,14,0.03167384350927631,FAIL
2066,2066,,2021-02-08 21:45:58.930509,2021-02-08 21:45:59.582761,0 days 00:00:00.652252,0.011976927136739405,7,0,0.9565739725691095,14,0.03091138389310527,FAIL
2067,2067,,2021-02-08 21:45:59.584367,2021-02-08 21:46:00.257857,0 days 00:00:00.673490,0.00026422055611335455,7,0,0.9706835883450915,14,0.029681901720982715,FAIL
2068,2068,,2021-02-08 21:46:00.259425,2021-02-08 21:46:00.919194,0 days 00:00:00.659769,0.0008006868971600731,7,0,0.9555958180700458,14,0.030816868825107077,FAIL
2069,2069,,2021-02-08 21:46:00.920731,2021-02-08 21:46:01.601482,0 days 00:00:00.680751,0.0002590892209425964,7,0,0.9572375775228534,14,0.030750157553534524,FAIL
2070,2070,,2021-02-08 21:46:01.603362,2021-02-08 21:46:02.332478,0 days 00:00:00.729116,0.00027074833584839924,7,0,0.9564570700850934,14,0.029427366726089456,FAIL
2071,2071,,2021-02-08 21:46:02.333402,2021-02-08 21:46:03.121504,0 days 00:00:00.788102,0.0004322174897416063,7,0,0.9562222718693248,14,0.03028892277602718,FAIL
2072,2072,,2021-02-08 21:46:03.123099,2021-02-08 21:46:03.797549,0 days 00:00:00.674450,0.015815254841634523,7,0,0.9576988607925794,14,0.042527425013932384,FAIL
2073,2073,,2021-02-08 21:46:03.799102,2021-02-08 21:46:04.461590,0 days 00:00:00.662488,0.0005362905987664079,7,0,0.9586952001077808,14,0.03051093905392335,FAIL
2074,2074,,2021-02-08 21:46:04.463193,2021-02-08 21:46:05.141300,0 days 00:00:00.678107,0.00025699859980130713,7,0,0.9587108944840487,14,0.04286973307646514,FAIL
2075,2075,,2021-02-08 21:46:05.142209,2021-02-08 21:46:05.801784,0 days 00:00:00.659575,0.011172490520566784,7,0,0.9584809749850483,14,0.03059794434073589,FAIL
2076,2076,,2021-02-08 21:46:05.803384,2021-02-08 21:46:06.466303,0 days 00:00:00.662919,0.0007921274264649465,7,0,0.957645566155816,14,0.030660627489182194,FAIL
2077,2077,,2021-02-08 21:46:06.467238,2021-02-08 21:46:07.137813,0 days 00:00:00.670575,0.00046922745140737053,7,0,0.9579108216544459,14,0.042452614829139014,FAIL
2078,2078,,2021-02-08 21:46:07.139408,2021-02-08 21:46:07.817325,0 days 00:00:00.677917,0.0007143264539980984,7,0,0.9581792705728084,14,0.030802775089707836,FAIL
2079,2079,,2021-02-08 21:46:07.818258,2021-02-08 21:46:08.612282,0 days 00:00:00.794024,0.0005350071970011777,7,0,0.9574527009228588,14,0.03169131677919538,FAIL
2080,2080,,2021-02-08 21:46:08.613872,2021-02-08 21:46:09.291365,0 days 00:00:00.677493,0.00028655462528952476,7,0,0.9584744677746981,14,0.03053940802336233,FAIL
2081,2081,,2021-02-08 21:46:09.292977,2021-02-08 21:46:09.951044,0 days 00:00:00.658067,0.00042697966388294414,7,0,0.9557093851529087,14,0.030590774298646532,FAIL
2082,2082,,2021-02-08 21:46:09.952206,2021-02-08 21:46:10.601966,0 days 00:00:00.649760,0.0120515072202953,7,0,0.9578809637973549,16,0.031036554154482796,FAIL
2083,2083,,2021-02-08 21:46:10.603581,2021-02-08 21:46:11.286017,0 days 00:00:00.682436,0.00045073366124770414,7,0,0.9588459584538943,14,0.04201262316302737,FAIL
2084,2084,,2021-02-08 21:46:11.287639,2021-02-08 21:46:11.976132,0 days 00:00:00.688493,0.012470424681732716,7,0,0.9555972068658679,14,0.030933843389050954,FAIL
2085,2085,,2021-02-08 21:46:11.977031,2021-02-08 21:46:12.628089,0 days 00:00:00.651058,0.012055580203699364,7,0,0.9574945891886018,14,0.03098533897237424,FAIL
2086,2086,,2021-02-08 21:46:12.629160,2021-02-08 21:46:13.278967,0 days 00:00:00.649807,0.0005015872548124202,7,0,0.9568175547793453,14,0.04239477932541217,FAIL
2087,2087,,2021-02-08 21:46:13.279891,2021-02-08 21:46:14.070090,0 days 00:00:00.790199,0.019338534295034855,7,0,0.95754614736755,14,0.02801681043846602,FAIL
2088,2088,,2021-02-08 21:46:14.071048,2021-02-08 21:46:14.723459,0 days 00:00:00.652411,0.0006996788299479007,7,0,0.9556920136806215,14,0.04230014333452813,FAIL
2089,2089,,2021-02-08 21:46:14.724427,2021-02-08 21:46:15.388907,0 days 00:00:00.664480,0.0007774115455096368,7,0,0.9561668612868998,14,0.028728690209268982,FAIL
2090,2090,,2021-02-08 21:46:15.390517,2021-02-08 21:46:16.083066,0 days 00:00:00.692549,0.00048594106989944684,7,0,0.9749610932188509,14,0.030758177093763422,FAIL
2091,2091,,2021-02-08 21:46:16.084010,2021-02-08 21:46:16.731696,0 days 00:00:00.647686,0.01245622335061734,7,0,0.9563538247199359,14,0.030210481030002005,FAIL
2092,2092,,2021-02-08 21:46:16.732608,2021-02-08 21:46:17.382591,0 days 00:00:00.649983,0.000444370697702134,7,0,0.9568957567998356,14,0.042687162376586006,FAIL
2093,2093,,2021-02-08 21:46:17.384174,2021-02-08 21:46:18.069509,0 days 00:00:00.685335,0.00027521640708374665,7,0,0.9742300270324452,14,0.04275309453371419,FAIL
2094,2094,,2021-02-08 21:46:18.070446,2021-02-08 21:46:18.726143,0 days 00:00:00.655697,0.00042541373454814966,7,0,0.9580460972184806,14,0.0426278037601004,FAIL
2095,2095,,2021-02-08 21:46:18.727061,2021-02-08 21:46:19.499291,0 days 00:00:00.772230,0.0005168450270311817,7,0,0.9557948977383405,14,0.028234372043292332,FAIL
2096,2096,,2021-02-08 21:46:19.500930,2021-02-08 21:46:20.170023,0 days 00:00:00.669093,1.3352596551929332e-05,7,0,0.9572526019976602,14,0.028013462064517585,FAIL
2097,2097,,2021-02-08 21:46:20.171601,2021-02-08 21:46:20.851246,0 days 00:00:00.679645,0.012066001558822932,7,0,0.9567581744191369,14,0.027443772591043945,FAIL
2098,2098,,2021-02-08 21:46:20.852177,2021-02-08 21:46:21.495755,0 days 00:00:00.643578,0.0002757529665477912,7,0,0.9564472662569532,14,0.041869235608679486,FAIL
2099,2099,,2021-02-08 21:46:21.497342,2021-02-08 21:46:22.182569,0 days 00:00:00.685227,0.0004572718799984303,7,0,0.9562812026405151,14,0.030859850232177587,FAIL
2100,2100,,2021-02-08 21:46:22.184146,2021-02-08 21:46:22.890909,0 days 00:00:00.706763,0.013794742421598349,7,0,0.9588155206419141,14,0.03136492722243986,FAIL
2101,2101,,2021-02-08 21:46:22.892464,2021-02-08 21:46:23.591597,0 days 00:00:00.699133,0.00026721635727992713,7,0,0.9583681763747768,14,0.030765130790800472,FAIL
2102,2102,,2021-02-08 21:46:23.592655,2021-02-08 21:46:24.284031,0 days 00:00:00.691376,0.0004475071567235862,7,0,0.9570925946855713,14,0.03071345761308687,FAIL
2103,2103,,2021-02-08 21:46:24.284949,2021-02-08 21:46:25.073508,0 days 00:00:00.788559,0.0004639342956016701,7,0,0.9566148371115951,14,0.03063057552271831,FAIL
2104,2104,,2021-02-08 21:46:25.074496,2021-02-08 21:46:25.729218,0 days 00:00:00.654722,0.0004438271817633573,7,0,0.9241264595343708,14,0.04188141701278676,FAIL
2105,2105,,2021-02-08 21:46:25.730851,2021-02-08 21:46:26.427868,0 days 00:00:00.697017,0.0005070781848426181,7,0,0.957509625305246,14,0.04297808135632872,FAIL
2106,2106,,2021-02-08 21:46:26.429490,2021-02-08 21:46:27.112107,0 days 00:00:00.682617,1.3992308205050664e-05,7,0,0.956681661091324,14,0.03052480831031498,FAIL
2107,2107,,2021-02-08 21:46:27.113713,2021-02-08 21:46:27.813591,0 days 00:00:00.699878,2.1686039139468297e-05,7,0,0.9756967984810551,14,0.030961397519547126,FAIL
2108,2108,,2021-02-08 21:46:27.815215,2021-02-08 21:46:28.492940,0 days 00:00:00.677725,0.0002618800217292128,7,0,0.957298515548336,14,0.031107884102291733,FAIL
2109,2109,,2021-02-08 21:46:28.493842,2021-02-08 21:46:29.135935,0 days 00:00:00.642093,0.0002736136283213219,7,0,0.9584943620205195,14,0.02992735520326413,FAIL
2110,2110,,2021-02-08 21:46:29.136880,2021-02-08 21:46:29.793116,0 days 00:00:00.656236,0.0005164466495013934,7,0,0.9570610689273975,14,0.03075028062384134,FAIL
2111,2111,,2021-02-08 21:46:29.794114,2021-02-08 21:46:30.566796,0 days 00:00:00.772682,0.0004934146325061998,7,0,0.9563056683957623,14,0.04289707644858924,FAIL
2112,2112,,2021-02-08 21:46:30.568397,2021-02-08 21:46:31.233023,0 days 00:00:00.664626,0.0004706316679215809,7,0,0.9562799475961025,14,0.042589309687770985,FAIL
2113,2113,,2021-02-08 21:46:31.233980,2021-02-08 21:46:31.896664,0 days 00:00:00.662684,0.00041056404677881203,7,0,0.9557169531664182,14,0.0273251511144603,FAIL
2114,2114,,2021-02-08 21:46:31.897585,2021-02-08 21:46:32.553351,0 days 00:00:00.655766,0.012053609458671762,7,0,0.9561148213001263,14,0.030075634395696327,FAIL
2115,2115,,2021-02-08 21:46:32.554294,2021-02-08 21:46:33.201059,0 days 00:00:00.646765,0.0007199096193648652,7,0,0.9549114402272656,14,0.043542633140925935,FAIL
2116,2116,,2021-02-08 21:46:33.202655,2021-02-08 21:46:33.894779,0 days 00:00:00.692124,0.0006841478408449913,7,0,0.971581121376908,16,0.03166929665543424,FAIL
2117,2117,,2021-02-08 21:46:33.896386,2021-02-08 21:46:34.577866,0 days 00:00:00.681480,0.013063422282131955,7,0,0.9566706350010049,14,0.04283010641364563,FAIL
2118,2118,,2021-02-08 21:46:34.579446,2021-02-08 21:46:35.274923,0 days 00:00:00.695477,0.0004919677202266589,7,0,0.9557416443117009,14,0.030197953212010978,FAIL
2119,2119,,2021-02-08 21:46:35.275863,2021-02-08 21:46:36.067212,0 days 00:00:00.791349,0.0004464584448580225,7,0,0.9563658158143303,14,0.029857028111690914,FAIL
2120,2120,,2021-02-08 21:46:36.068158,2021-02-08 21:46:36.725803,0 days 00:00:00.657645,0.0002745095065291282,7,0,0.9240726003375415,14,0.04180538911145088,FAIL
2121,2121,,2021-02-08 21:46:36.726764,2021-02-08 21:46:37.368988,0 days 00:00:00.642224,0.0004466046279814015,7,0,0.9565482822598532,14,0.04337749560442656,FAIL
2122,2122,,2021-02-08 21:46:37.369918,2021-02-08 21:46:38.029888,0 days 00:00:00.659970,1.372286609493986e-05,7,0,0.9572061775217615,14,0.042187037949577545,FAIL
2123,2123,,2021-02-08 21:46:38.030923,2021-02-08 21:46:38.698363,0 days 00:00:00.667440,0.012529918560244149,7,0,0.9556904276098253,14,0.03091379305850807,FAIL
2124,2124,,2021-02-08 21:46:38.699392,2021-02-08 21:46:39.366467,0 days 00:00:00.667075,0.0007100425061831444,7,0,0.9577091745062437,14,0.03086752293251141,FAIL
2125,2125,,2021-02-08 21:46:39.368082,2021-02-08 21:46:40.020977,0 days 00:00:00.652895,0.0002754386106317641,7,0,0.9558531356801973,14,0.028463986343464948,FAIL
2126,2126,0.549615975422427,2021-02-08 21:46:40.022524,2021-02-08 21:46:50.890773,0 days 00:00:10.868249,0.01375966676967327,7,2,0.9709374855475593,14,0.031011346841872085,COMPLETE
2127,2127,,2021-02-08 21:46:50.892112,2021-02-08 21:46:51.576289,0 days 00:00:00.684177,0.044920034178489,5,0,0.9556383154563756,14,0.04229820514370235,FAIL
2128,2128,,2021-02-08 21:46:51.577282,2021-02-08 21:46:52.235637,0 days 00:00:00.658355,0.0007149148974194329,5,0,0.9581416144055848,14,0.026648617309375854,FAIL
2129,2129,,2021-02-08 21:46:52.237251,2021-02-08 21:46:52.914038,0 days 00:00:00.676787,0.00046531084628131003,5,0,0.9564148449083267,14,0.04385678048927902,FAIL
2130,2130,,2021-02-08 21:46:52.915689,2021-02-08 21:46:53.570676,0 days 00:00:00.654987,0.0002831980648582903,5,0,0.9248573627438892,14,0.042186992796072034,FAIL
2131,2131,,2021-02-08 21:46:53.572288,2021-02-08 21:46:54.252141,0 days 00:00:00.679853,0.0006462232446831556,5,0,0.9541206963562241,14,0.04437891140455369,FAIL
2132,2132,,2021-02-08 21:46:54.253774,2021-02-08 21:46:54.948170,0 days 00:00:00.694396,0.0004566588208986799,5,0,0.9234414329607809,14,0.042367470044109866,FAIL
2133,2133,,2021-02-08 21:46:54.949151,2021-02-08 21:46:55.613748,0 days 00:00:00.664597,1.4250485096968138e-05,5,0,0.9589097711093356,14,0.041975705936432434,FAIL
2134,2134,0.5655913978494623,2021-02-08 21:46:55.614999,2021-02-08 21:47:21.456636,0 days 00:00:25.841637,0.09943560731721761,5,2,0.9553824490100657,14,0.04180211313843361,COMPLETE
2135,2135,,2021-02-08 21:47:21.458727,2021-02-08 21:47:22.182517,0 days 00:00:00.723790,0.0002865812396153704,9,0,0.9577664630352967,16,0.027457719329423768,FAIL
2136,2136,,2021-02-08 21:47:22.184178,2021-02-08 21:47:22.873337,0 days 00:00:00.689159,0.00046303586541511434,9,0,0.9586975126262778,16,0.02711736578667029,FAIL
2137,2137,,2021-02-08 21:47:22.874981,2021-02-08 21:47:23.601625,0 days 00:00:00.726644,1.3611981208646874e-05,9,0,0.9754302413387164,16,0.02640699412846828,FAIL
2138,2138,,2021-02-08 21:47:23.602633,2021-02-08 21:47:24.273106,0 days 00:00:00.670473,0.0550890110796678,9,0,0.9586906554996825,16,0.05288236145226199,FAIL
2139,2139,,2021-02-08 21:47:24.274067,2021-02-08 21:47:24.928180,0 days 00:00:00.654113,0.00028299788077123107,9,0,0.958299621389368,16,0.05432923780363343,FAIL
2140,2140,,2021-02-08 21:47:24.929806,2021-02-08 21:47:25.600251,0 days 00:00:00.670445,0.0007984681450632473,9,0,0.95878527372884,16,0.02712314685582553,FAIL
2141,2141,,2021-02-08 21:47:25.601199,2021-02-08 21:47:26.382061,0 days 00:00:00.780862,0.0007427952259829909,9,0,0.9241286674055663,16,0.027626509105544355,FAIL
2142,2142,,2021-02-08 21:47:26.383016,2021-02-08 21:47:27.031821,0 days 00:00:00.648805,0.04884279828221479,9,0,0.9760404487681029,16,0.026919506103957973,FAIL
2143,2143,,2021-02-08 21:47:27.033458,2021-02-08 21:47:27.701478,0 days 00:00:00.668020,0.0004610052791470978,9,0,0.9249104056760148,16,0.053202191656049135,FAIL
2144,2144,,2021-02-08 21:47:27.702415,2021-02-08 21:47:28.352528,0 days 00:00:00.650113,0.00025294638303642673,9,0,0.9581011133788998,16,0.05519486731530172,FAIL
2145,2145,,2021-02-08 21:47:28.353428,2021-02-08 21:47:29.002049,0 days 00:00:00.648621,0.0004414999801295457,9,0,0.9660526195199003,16,0.027521880359906676,FAIL
2146,2146,,2021-02-08 21:47:29.002985,2021-02-08 21:47:29.663317,0 days 00:00:00.660332,0.0002561448540384215,9,0,0.9587956564482489,16,0.02774178301403185,FAIL
2147,2147,,2021-02-08 21:47:29.664239,2021-02-08 21:47:30.310905,0 days 00:00:00.646666,0.04470607914689237,9,0,0.9594212617257362,16,0.027081474260034016,FAIL
2148,2148,,2021-02-08 21:47:30.311857,2021-02-08 21:47:30.968135,0 days 00:00:00.656278,0.0007717546468667968,9,0,0.958525686363598,16,0.02217557616353578,FAIL
2149,2149,,2021-02-08 21:47:30.969703,2021-02-08 21:47:31.776768,0 days 00:00:00.807065,0.04319738071539354,9,0,0.9749465881012652,16,0.022570296685719415,FAIL
2150,2150,,2021-02-08 21:47:31.778415,2021-02-08 21:47:32.449480,0 days 00:00:00.671065,0.00047648010166395497,9,0,0.9583231858433959,16,0.054314077549585844,FAIL
2151,2151,,2021-02-08 21:47:32.451084,2021-02-08 21:47:33.099263,0 days 00:00:00.648179,0.0005219866336188647,9,0,0.9759073442590486,16,0.026483256811922838,FAIL
2152,2152,,2021-02-08 21:47:33.100256,2021-02-08 21:47:33.751571,0 days 00:00:00.651315,1.4679942123375097e-05,9,0,0.958880945743986,16,0.022625890106604686,FAIL
2153,2153,,2021-02-08 21:47:33.752529,2021-02-08 21:47:34.407439,0 days 00:00:00.654910,0.0007521226912142092,9,0,0.9226088739336875,16,0.05447537512296653,FAIL
2154,2154,,2021-02-08 21:47:34.409100,2021-02-08 21:47:35.115640,0 days 00:00:00.706540,0.0004887297244504211,9,0,0.9749273026567182,16,0.05427366430362778,FAIL
2155,2155,,2021-02-08 21:47:35.116690,2021-02-08 21:47:35.767944,0 days 00:00:00.651254,0.0004732926610953883,9,0,0.9225263043786156,16,0.026656642023823528,FAIL
2156,2156,,2021-02-08 21:47:35.769002,2021-02-08 21:47:36.445485,0 days 00:00:00.676483,0.0006437557913255922,9,0,0.9238650996277857,16,0.027933785568212882,FAIL
2157,2157,,2021-02-08 21:47:36.446477,2021-02-08 21:47:40.517751,0 days 00:00:04.071274,0.00045780812688677353,9,4,0.9586434991070175,16,0.0268918858575944,FAIL
2158,2158,,2021-02-08 21:47:40.519081,2021-02-08 21:47:41.221802,0 days 00:00:00.702721,0.00025772668278704934,9,0,0.9590175659566289,16,0.027344458276218404,FAIL
2159,2159,,2021-02-08 21:47:41.222744,2021-02-08 21:47:41.872171,0 days 00:00:00.649427,0.00025835035699595604,9,0,0.9225061265455183,16,0.028054535974464813,FAIL
2160,2160,,2021-02-08 21:47:41.873114,2021-02-08 21:47:42.516366,0 days 00:00:00.643252,0.00043258378757685687,9,0,0.9752804650100203,16,0.02695747890326801,FAIL
2161,2161,,2021-02-08 21:47:42.517288,2021-02-08 21:47:43.170838,0 days 00:00:00.653550,1.3554082289699668e-05,9,0,0.9337607499170741,16,0.015770993010032906,FAIL
2162,2162,,2021-02-08 21:47:43.171864,2021-02-08 21:47:43.840209,0 days 00:00:00.668345,0.03508758950979481,9,0,0.9743054981679594,16,0.027830541731700888,FAIL
2163,2163,,2021-02-08 21:47:43.841159,2021-02-08 21:47:44.487132,0 days 00:00:00.645973,0.00047910784897457564,9,0,0.9590389762616184,16,0.027149881395665657,FAIL
2164,2164,,2021-02-08 21:47:44.488078,2021-02-08 21:47:45.153168,0 days 00:00:00.665090,0.000284017067219727,9,0,0.959892335646771,16,0.027016819637168902,FAIL
2165,2165,,2021-02-08 21:47:45.154130,2021-02-08 21:47:45.973886,0 days 00:00:00.819756,0.0004925879798352497,9,0,0.924413791095262,16,0.026256941410815346,FAIL
2166,2166,,2021-02-08 21:47:45.974888,2021-02-08 21:47:46.634882,0 days 00:00:00.659994,0.05669210168704707,9,0,0.9757573320265337,16,0.02766440281737828,FAIL
2167,2167,,2021-02-08 21:47:46.635856,2021-02-08 21:47:47.295526,0 days 00:00:00.659670,0.0006707174246088925,9,0,0.9584817007219758,16,0.026933213747206506,FAIL
2168,2168,,2021-02-08 21:47:47.297179,2021-02-08 21:47:47.984607,0 days 00:00:00.687428,0.0005011221676206487,9,0,0.9591573948414567,16,0.027030204233283818,FAIL
2169,2169,,2021-02-08 21:47:47.985537,2021-02-08 21:47:48.635464,0 days 00:00:00.649927,0.00027034346874496324,9,0,0.9578770884338306,16,0.027986980164880243,FAIL
2170,2170,,2021-02-08 21:47:48.637092,2021-02-08 21:47:49.302515,0 days 00:00:00.665423,0.00027845667665200673,9,0,0.9579386691225742,16,0.027144684024414743,FAIL
2171,2171,,2021-02-08 21:47:49.304148,2021-02-08 21:47:50.001019,0 days 00:00:00.696871,0.0004368086904093916,9,0,0.9753890179996832,16,0.028159301615514287,FAIL
2172,2172,,2021-02-08 21:47:50.002632,2021-02-08 21:47:50.669739,0 days 00:00:00.667107,0.00046861336374547075,9,0,0.95851792614945,16,0.022715116974134836,FAIL
2173,2173,,2021-02-08 21:47:50.670690,2021-02-08 21:47:51.457985,0 days 00:00:00.787295,0.0002867949240335948,9,0,0.9592429097457812,16,0.0223621984887796,FAIL
2174,2174,,2021-02-08 21:47:51.459044,2021-02-08 21:47:52.128000,0 days 00:00:00.668956,0.00045514363898999755,9,0,0.9753800958014182,16,0.053433067879923295,FAIL
2175,2175,,2021-02-08 21:47:52.128965,2021-02-08 21:47:52.775422,0 days 00:00:00.646457,0.00043078222141407257,9,0,0.958649168244748,16,0.0263898213887106,FAIL
2176,2176,,2021-02-08 21:47:52.776388,2021-02-08 21:47:53.427143,0 days 00:00:00.650755,0.0006437155408614081,9,0,0.9756644619462622,16,0.027148905022315328,FAIL
2177,2177,,2021-02-08 21:47:53.428094,2021-02-08 21:47:54.077924,0 days 00:00:00.649830,0.0007633534484438992,9,0,0.959449467394196,16,0.026558885834661858,FAIL
2178,2178,0.48847926267281105,2021-02-08 21:47:54.079586,2021-02-08 21:48:09.964867,0 days 00:00:15.885281,0.038303244622363876,9,4,0.9246895480881433,16,0.02777283985286737,COMPLETE
2179,2179,,2021-02-08 21:48:09.966231,2021-02-08 21:48:10.631094,0 days 00:00:00.664863,0.00043761564509371426,11,0,0.9588893224958306,12,0.022735735808350702,FAIL
2180,2180,,2021-02-08 21:48:10.632743,2021-02-08 21:48:11.424744,0 days 00:00:00.792001,0.0002749504119784947,11,0,0.9767231367736526,14,0.047646312228153756,FAIL
2181,2181,,2021-02-08 21:48:11.426423,2021-02-08 21:48:12.097504,0 days 00:00:00.671081,0.00042941149068326614,11,0,0.9759373828472406,12,0.054087377802564125,FAIL
2182,2182,,2021-02-08 21:48:12.098517,2021-02-08 21:48:12.765131,0 days 00:00:00.666614,0.0007705809566723204,11,0,0.9756092865245798,12,0.05454088451017376,FAIL
2183,2183,,2021-02-08 21:48:12.766812,2021-02-08 21:48:13.489966,0 days 00:00:00.723154,0.0004456697907727862,11,0,0.9753757316975312,12,0.022125372058473224,FAIL
2184,2184,,2021-02-08 21:48:13.491595,2021-02-08 21:48:14.165665,0 days 00:00:00.674070,0.000280332976251525,11,0,0.975384766856,12,0.0549114046650616,FAIL
2185,2185,,2021-02-08 21:48:14.166652,2021-02-08 21:48:14.835402,0 days 00:00:00.668750,0.0006736018884276758,11,0,0.9753892469268126,14,0.022762181791555633,FAIL
2186,2186,,2021-02-08 21:48:14.836361,2021-02-08 21:48:15.492900,0 days 00:00:00.656539,0.000465858170376896,11,0,0.9749037072786727,12,0.05583089990933839,FAIL
2187,2187,,2021-02-08 21:48:15.494542,2021-02-08 21:48:16.150290,0 days 00:00:00.655748,0.0004629093493978112,11,0,0.9585297768886811,14,0.022871237640003532,FAIL
2188,2188,,2021-02-08 21:48:16.151938,2021-02-08 21:48:17.010267,0 days 00:00:00.858329,0.00028214233276233275,11,0,0.9749408783634712,12,0.054753719253494634,FAIL
2189,2189,,2021-02-08 21:48:17.011244,2021-02-08 21:48:17.671457,0 days 00:00:00.660213,0.00025631714157627636,11,0,0.9589781113068175,12,0.022398407327103808,FAIL
2190,2190,,2021-02-08 21:48:17.673011,2021-02-08 21:48:18.349311,0 days 00:00:00.676300,0.00041850620456953646,11,0,0.9589141378208531,12,0.05488933580634582,FAIL
