,run_name,experiment_name,manual_seed,avg_test_loss,avg_val_loss,cindex,cindex_train,cindex_test,quantile_0.5,quantile_0.25,quantile_0.75
45,Nan,Nan,Nan,0.0,4.633572578430176,0.0,0.0,0.0,0.0,0.0,0.0
46,Nan,Nan,Nan,0.0,10.050115585327148,0.0,0.0,0.0,0.0,0.0,0.0
47,Nan,Nan,Nan,0.0,8.495006561279297,0.5741935483870968,0.0,0.0,0.0,0.0,0.0
48,Nan,Nan,Nan,0.0,3.0970451831817627,0.49708141321044547,0.0,0.0,0.0,0.0,0.0
49,Nan,Nan,Nan,0.0,14.29673957824707,0.541321044546851,0.0,0.0,0.0,0.0,0.0
50,Nan,Nan,Nan,0.0,10.77441120147705,0.0,0.0,0.0,0.0,0.0,0.0
51,Nan,Nan,Nan,0.0,10.970710754394531,0.0,0.0,0.0,0.0,0.0,0.0
52,Nan,Nan,Nan,0.0,6.374885559082031,0.49923195084485406,0.0,0.0,0.0,0.0,0.0
53,Nan,Nan,Nan,0.0,14.760696411132812,0.5972350230414747,0.0,0.0,0.0,0.0,0.0
54,Nan,Nan,Nan,0.0,3.0043952465057373,0.0,0.0,0.0,0.0,0.0,0.0
55,Nan,Nan,Nan,0.0,4.548370361328125,0.5757296466973887,0.0,0.0,0.0,0.0,0.0
56,Nan,Nan,Nan,0.0,4.103412628173828,0.0,0.0,0.0,0.0,0.0,0.0
57,Nan,Nan,Nan,0.0,3.8466010093688965,0.0,0.0,0.0,0.0,0.0,0.0
58,Nan,Nan,Nan,0.0,10.951401710510254,0.0,0.0,0.0,0.0,0.0,0.0
59,Nan,Nan,Nan,0.0,10.452624320983887,0.5895545314900154,0.0,0.0,0.0,0.0,0.0
60,Nan,Nan,Nan,0.0,3.1464428901672363,0.4470046082949309,0.0,0.0,0.0,0.0,0.0
61,Nan,Nan,Nan,0.0,5.547521114349365,0.4731182795698925,0.0,0.0,0.0,0.0,0.0
62,Nan,Nan,Nan,0.0,9.460331916809082,0.0,0.0,0.0,0.0,0.0,0.0
63,Nan,Nan,Nan,0.0,14.948142051696777,0.402457757296467,0.0,0.0,0.0,0.0,0.0
64,Nan,Nan,Nan,0.0,9.018332481384277,0.0,0.0,0.0,0.0,0.0,0.0
65,Nan,Nan,Nan,0.0,7.238062381744385,0.40860215053763443,0.0,0.0,0.0,0.0,0.0
66,Nan,Nan,Nan,0.0,19.45220184326172,0.41259600614439323,0.0,0.0,0.0,0.0,0.0
67,Nan,Nan,Nan,0.0,4.680801868438721,0.525652841781874,0.0,0.0,0.0,0.0,0.0
68,Nan,Nan,Nan,0.0,6.811636924743652,0.3956989247311828,0.0,0.0,0.0,0.0,0.0
69,Nan,Nan,Nan,0.0,16.551254272460938,0.421505376344086,0.0,0.0,0.0,0.0,0.0
70,Nan,Nan,Nan,0.0,4.953541278839111,0.5778801843317972,0.0,0.0,0.0,0.0,0.0
71,Nan,Nan,Nan,0.0,6.640074729919434,0.0,0.0,0.0,0.0,0.0,0.0
72,Nan,Nan,Nan,0.0,11.828751564025879,0.3932411674347158,0.0,0.0,0.0,0.0,0.0
73,Nan,Nan,Nan,0.0,3.7662289142608643,0.43317972350230416,0.0,0.0,0.0,0.0,0.0
74,Nan,Nan,Nan,0.0,6.973664283752441,0.610752688172043,0.0,0.0,0.0,0.0,0.0
75,Nan,Nan,Nan,0.0,6.047126770019531,0.0,0.0,0.0,0.0,0.0,0.0
76,Nan,Nan,Nan,0.0,6.244807243347168,0.3815668202764977,0.0,0.0,0.0,0.0,0.0
77,Nan,Nan,Nan,0.0,11.078888893127441,0.0,0.0,0.0,0.0,0.0,0.0
78,Nan,Nan,Nan,0.0,7.2605719566345215,0.4325652841781874,0.0,0.0,0.0,0.0,0.0
79,Nan,Nan,Nan,0.0,1.9201966524124146,0.0,0.0,0.0,0.0,0.0,0.0
80,Nan,Nan,Nan,0.0,11.718802452087402,0.0,0.0,0.0,0.0,0.0,0.0
81,Nan,Nan,Nan,0.0,15.400687217712402,0.5794162826420891,0.0,0.0,0.0,0.0,0.0
82,Nan,Nan,Nan,0.0,9.914063453674316,0.584331797235023,0.0,0.0,0.0,0.0,0.0
83,Nan,Nan,Nan,0.0,10.91096019744873,0.6095238095238096,0.0,0.0,0.0,0.0,0.0
84,Nan,Nan,Nan,0.0,7.314396858215332,0.5311827956989247,0.0,0.0,0.0,0.0,0.0
85,Nan,Nan,Nan,0.0,8.15865707397461,0.0,0.0,0.0,0.0,0.0,0.0
86,Nan,Nan,Nan,0.0,4.749763488769531,0.43502304147465437,0.0,0.0,0.0,0.0,0.0
87,Nan,Nan,Nan,0.0,8.539544105529785,0.38525345622119817,0.0,0.0,0.0,0.0,0.0
88,Nan,Nan,Nan,0.0,15.656362533569336,0.6264208909370199,0.0,0.0,0.0,0.0,0.0
89,Nan,Nan,Nan,0.0,6.204640865325928,0.0,0.0,0.0,0.0,0.0,0.0
90,Nan,Nan,Nan,0.0,4.663490295410156,0.0,0.0,0.0,0.0,0.0,0.0
91,Nan,Nan,Nan,0.0,6.020705223083496,0.0,0.0,0.0,0.0,0.0,0.0
92,Nan,Nan,Nan,0.0,3.8811676502227783,0.0,0.0,0.0,0.0,0.0,0.0
93,Nan,Nan,Nan,0.0,6.428792953491211,0.4046082949308756,0.0,0.0,0.0,0.0,0.0
94,Nan,Nan,Nan,0.0,7.472066879272461,0.45499231950844854,0.0,0.0,0.0,0.0,0.0
95,Nan,Nan,Nan,0.0,5.206128120422363,0.5993855606758832,0.0,0.0,0.0,0.0,0.0
96,Nan,Nan,Nan,0.0,8.402681350708008,0.40184331797235023,0.0,0.0,0.0,0.0,0.0
97,Nan,Nan,Nan,0.0,2.5980167388916016,0.48847926267281105,0.0,0.0,0.0,0.0,0.0
98,Nan,Nan,Nan,0.0,7.831340789794922,0.0,0.0,0.0,0.0,0.0,0.0
99,Nan,Nan,Nan,0.0,9.032764434814453,0.4660522273425499,0.0,0.0,0.0,0.0,0.0
100,Nan,Nan,Nan,0.0,5.068605899810791,0.0,0.0,0.0,0.0,0.0,0.0
101,Nan,Nan,Nan,0.0,3.4295387268066406,0.0,0.0,0.0,0.0,0.0,0.0
102,Nan,Nan,Nan,0.0,7.151309013366699,0.0,0.0,0.0,0.0,0.0,0.0
103,Nan,Nan,Nan,0.0,4.1379170417785645,0.0,0.0,0.0,0.0,0.0,0.0
104,Nan,Nan,Nan,0.0,6.974278450012207,0.0,0.0,0.0,0.0,0.0,0.0
105,Nan,Nan,Nan,0.0,7.75647497177124,0.47219662058371736,0.0,0.0,0.0,0.0,0.0
106,Nan,Nan,Nan,0.0,10.605071067810059,0.0,0.0,0.0,0.0,0.0,0.0
107,Nan,Nan,Nan,0.0,6.054584980010986,0.4789554531490015,0.0,0.0,0.0,0.0,0.0
108,Nan,Nan,Nan,0.0,12.239829063415527,0.4771121351766513,0.0,0.0,0.0,0.0,0.0
109,Nan,Nan,Nan,0.0,4.552706718444824,0.0,0.0,0.0,0.0,0.0,0.0
110,Nan,Nan,Nan,0.0,12.185567855834961,0.0,0.0,0.0,0.0,0.0,0.0
111,Nan,Nan,Nan,0.0,7.383744716644287,0.6227342549923195,0.0,0.0,0.0,0.0,0.0
112,Nan,Nan,Nan,0.0,6.363223075866699,0.56036866359447,0.0,0.0,0.0,0.0,0.0
113,Nan,Nan,Nan,0.0,3.5675442218780518,0.498310291858679,0.0,0.0,0.0,0.0,0.0
114,Nan,Nan,Nan,0.0,3.8560609817504883,0.48847926267281105,0.0,0.0,0.0,0.0,0.0
115,Nan,Nan,Nan,0.0,6.795279502868652,0.5004608294930876,0.0,0.0,0.0,0.0,0.0
116,Nan,Nan,Nan,0.0,7.117764472961426,0.37511520737327186,0.0,0.0,0.0,0.0,0.0
117,Nan,Nan,Nan,0.0,6.1147661209106445,0.0,0.0,0.0,0.0,0.0,0.0
118,Nan,Nan,Nan,0.0,10.4617280960083,0.5834101382488479,0.0,0.0,0.0,0.0,0.0
119,Nan,Nan,Nan,0.0,7.6138386726379395,0.0,0.0,0.0,0.0,0.0,0.0
120,Nan,Nan,Nan,0.0,10.689740180969238,0.6086021505376344,0.0,0.0,0.0,0.0,0.0
121,Nan,Nan,Nan,0.0,3.3131086826324463,0.46881720430107526,0.0,0.0,0.0,0.0,0.0
122,Nan,Nan,Nan,0.0,4.603935241699219,0.5133640552995392,0.0,0.0,0.0,0.0,0.0
123,Nan,Nan,Nan,0.0,7.4969329833984375,0.6076804915514593,0.0,0.0,0.0,0.0,0.0
124,Nan,Nan,Nan,0.0,12.446592330932617,0.0,0.0,0.0,0.0,0.0,0.0
125,Nan,Nan,Nan,0.0,7.263676166534424,0.0,0.0,0.0,0.0,0.0,0.0
126,Nan,Nan,Nan,0.0,3.331482172012329,0.0,0.0,0.0,0.0,0.0,0.0
127,Nan,Nan,Nan,0.0,6.060733795166016,0.0,0.0,0.0,0.0,0.0,0.0
128,Nan,Nan,Nan,0.0,7.537620544433594,0.5450076804915515,0.0,0.0,0.0,0.0,0.0
129,Nan,Nan,Nan,0.0,11.416401863098145,0.0,0.0,0.0,0.0,0.0,0.0
130,Nan,Nan,Nan,0.0,9.49453067779541,0.0,0.0,0.0,0.0,0.0,0.0
131,Nan,Nan,Nan,0.0,8.139032363891602,0.4012288786482335,0.0,0.0,0.0,0.0,0.0
132,Nan,Nan,Nan,0.0,5.353616714477539,0.0,0.0,0.0,0.0,0.0,0.0
133,Nan,Nan,Nan,0.0,8.081769943237305,0.37542242703533024,0.0,0.0,0.0,0.0,0.0
134,Nan,Nan,Nan,0.0,6.524050235748291,0.0,0.0,0.0,0.0,0.0,0.0
135,Nan,Nan,Nan,0.0,5.466668128967285,0.5615975422427035,0.0,0.0,0.0,0.0,0.0
136,Nan,Nan,Nan,0.0,8.984551429748535,0.3665130568356375,0.0,0.0,0.0,0.0,0.0
137,Nan,Nan,Nan,0.0,6.8264923095703125,0.4344086021505376,0.0,0.0,0.0,0.0,0.0
138,Nan,Nan,Nan,0.0,5.478213787078857,0.571121351766513,0.0,0.0,0.0,0.0,0.0
139,Nan,Nan,Nan,0.0,4.278273105621338,0.0,0.0,0.0,0.0,0.0,0.0
140,Nan,Nan,Nan,0.0,5.536474227905273,0.0,0.0,0.0,0.0,0.0,0.0
141,Nan,Nan,Nan,0.0,10.332589149475098,0.44761904761904764,0.0,0.0,0.0,0.0,0.0
142,Nan,Nan,Nan,0.0,15.572427749633789,0.5907834101382489,0.0,0.0,0.0,0.0,0.0
143,Nan,Nan,Nan,0.0,13.758447647094727,0.5754224270353303,0.0,0.0,0.0,0.0,0.0
144,Nan,Nan,Nan,0.0,7.685462474822998,0.40491551459293396,0.0,0.0,0.0,0.0,0.0
145,Nan,Nan,Nan,0.0,3.2636189460754395,0.0,0.0,0.0,0.0,0.0,0.0
146,Nan,Nan,Nan,0.0,4.731600284576416,0.0,0.0,0.0,0.0,0.0,0.0
147,Nan,Nan,Nan,0.0,6.9224853515625,0.41566820276497696,0.0,0.0,0.0,0.0,0.0
148,Nan,Nan,Nan,0.0,5.326413154602051,0.0,0.0,0.0,0.0,0.0,0.0
149,Nan,Nan,Nan,0.0,8.300385475158691,0.0,0.0,0.0,0.0,0.0,0.0
150,Nan,Nan,Nan,0.0,9.189654350280762,0.0,0.0,0.0,0.0,0.0,0.0
151,Nan,Nan,Nan,0.0,8.7190580368042,0.4915514592933948,0.0,0.0,0.0,0.0,0.0
152,Nan,Nan,Nan,0.0,5.265055179595947,0.3741935483870968,0.0,0.0,0.0,0.0,0.0
153,Nan,Nan,Nan,0.0,14.566831588745117,0.6168970814132104,0.0,0.0,0.0,0.0,0.0
154,Nan,Nan,Nan,0.0,3.2042272090911865,0.0,0.0,0.0,0.0,0.0,0.0
155,Nan,Nan,Nan,0.0,5.362355709075928,0.0,0.0,0.0,0.0,0.0,0.0
156,Nan,Nan,Nan,0.0,16.160715103149414,0.0,0.0,0.0,0.0,0.0,0.0
157,Nan,Nan,Nan,0.0,12.942084312438965,0.37327188940092165,0.0,0.0,0.0,0.0,0.0
158,Nan,Nan,Nan,0.0,8.223197937011719,0.0,0.0,0.0,0.0,0.0,0.0
159,Nan,Nan,Nan,0.0,4.296758651733398,0.5296466973886329,0.0,0.0,0.0,0.0,0.0
160,Nan,Nan,Nan,0.0,7.618415832519531,0.0,0.0,0.0,0.0,0.0,0.0
161,Nan,Nan,Nan,0.0,5.4194464683532715,0.5112135176651306,0.0,0.0,0.0,0.0,0.0
162,Nan,Nan,Nan,0.0,6.268369674682617,0.0,0.0,0.0,0.0,0.0,0.0
163,Nan,Nan,Nan,0.0,6.2162251472473145,0.0,0.0,0.0,0.0,0.0,0.0
164,Nan,Nan,Nan,0.0,11.576895713806152,0.5671274961597542,0.0,0.0,0.0,0.0,0.0
165,Nan,Nan,Nan,0.0,5.579648971557617,0.47956989247311826,0.0,0.0,0.0,0.0,0.0
166,Nan,Nan,Nan,0.0,5.63972806930542,0.45130568356374806,0.0,0.0,0.0,0.0,0.0
167,Nan,Nan,Nan,0.0,4.080182075500488,0.4445468509984639,0.0,0.0,0.0,0.0,0.0
168,Nan,Nan,Nan,0.0,6.396636962890625,0.48110599078341015,0.0,0.0,0.0,0.0,0.0
169,Nan,Nan,Nan,0.0,4.95807409286499,0.556989247311828,0.0,0.0,0.0,0.0,0.0
170,Nan,Nan,Nan,0.0,9.806405067443848,0.5210445468509984,0.0,0.0,0.0,0.0,0.0
171,Nan,Nan,Nan,0.0,5.6223063468933105,0.46021505376344085,0.0,0.0,0.0,0.0,0.0
172,Nan,Nan,Nan,0.0,2.721510648727417,0.48294930875576036,0.0,0.0,0.0,0.0,0.0
173,Nan,Nan,Nan,0.0,6.046900749206543,0.0,0.0,0.0,0.0,0.0,0.0
174,Nan,Nan,Nan,0.0,5.505459785461426,0.0,0.0,0.0,0.0,0.0,0.0
175,Nan,Nan,Nan,0.0,11.52895736694336,0.6187403993855607,0.0,0.0,0.0,0.0,0.0
176,Nan,Nan,Nan,0.0,5.367672920227051,0.6036866359447005,0.0,0.0,0.0,0.0,0.0
177,Nan,Nan,Nan,0.0,10.873677253723145,0.4599078341013825,0.0,0.0,0.0,0.0,0.0
178,Nan,Nan,Nan,0.0,6.680046081542969,0.46881720430107526,0.0,0.0,0.0,0.0,0.0
179,Nan,Nan,Nan,0.0,6.675258159637451,0.0,0.0,0.0,0.0,0.0,0.0
180,Nan,Nan,Nan,0.0,12.737471580505371,0.6125960061443932,0.0,0.0,0.0,0.0,0.0
181,Nan,Nan,Nan,0.0,4.5634589195251465,0.5788018433179724,0.0,0.0,0.0,0.0,0.0
182,Nan,Nan,Nan,0.0,9.440814971923828,0.41689708141321047,0.0,0.0,0.0,0.0,0.0
183,Nan,Nan,Nan,0.0,9.398703575134277,0.0,0.0,0.0,0.0,0.0,0.0
184,Nan,Nan,Nan,0.0,19.98208236694336,0.0,0.0,0.0,0.0,0.0,0.0
185,Nan,Nan,Nan,0.0,3.549656867980957,0.0,0.0,0.0,0.0,0.0,0.0
186,Nan,Nan,Nan,0.0,7.581785202026367,0.0,0.0,0.0,0.0,0.0,0.0
187,Nan,Nan,Nan,0.0,4.610095500946045,0.0,0.0,0.0,0.0,0.0,0.0
188,Nan,Nan,Nan,0.0,9.74841594696045,0.5084485407066052,0.0,0.0,0.0,0.0,0.0
189,Nan,Nan,Nan,0.0,9.439831733703613,0.0,0.0,0.0,0.0,0.0,0.0
190,Nan,Nan,Nan,0.0,9.225455284118652,0.4337941628264209,0.0,0.0,0.0,0.0,0.0
191,Nan,Nan,Nan,0.0,6.843767166137695,0.42764976958525347,0.0,0.0,0.0,0.0,0.0
192,Nan,Nan,Nan,0.0,7.160219669342041,0.41751152073732717,0.0,0.0,0.0,0.0,0.0
193,Nan,Nan,Nan,0.0,20.01667022705078,0.4150537634408602,0.0,0.0,0.0,0.0,0.0
194,Nan,Nan,Nan,0.0,7.056595325469971,0.37880184331797234,0.0,0.0,0.0,0.0,0.0
195,Nan,Nan,Nan,0.0,8.926872253417969,0.6162826420890937,0.0,0.0,0.0,0.0,0.0
196,Nan,Nan,Nan,0.0,8.509769439697266,0.5729646697388633,0.0,0.0,0.0,0.0,0.0
197,Nan,Nan,Nan,0.0,8.195837020874023,0.0,0.0,0.0,0.0,0.0,0.0
198,Nan,Nan,Nan,0.0,8.801037788391113,0.49032258064516127,0.0,0.0,0.0,0.0,0.0
199,Nan,Nan,Nan,0.0,6.171811103820801,0.0,0.0,0.0,0.0,0.0,0.0
200,Nan,Nan,Nan,0.0,9.36029052734375,0.5640552995391706,0.0,0.0,0.0,0.0,0.0
201,Nan,Nan,Nan,0.0,13.596961975097656,0.0,0.0,0.0,0.0,0.0,0.0
202,Nan,Nan,Nan,0.0,7.584060192108154,0.5741935483870968,0.0,0.0,0.0,0.0,0.0
203,Nan,Nan,Nan,0.0,4.006096839904785,0.47219662058371736,0.0,0.0,0.0,0.0,0.0
204,Nan,Nan,Nan,0.0,5.6586174964904785,0.0,0.0,0.0,0.0,0.0,0.0
205,Nan,Nan,Nan,0.0,15.772881507873535,0.6310291858678956,0.0,0.0,0.0,0.0,0.0
206,Nan,Nan,Nan,0.0,6.1370530128479,0.0,0.0,0.0,0.0,0.0,0.0
207,Nan,Nan,Nan,0.0,6.144071578979492,0.0,0.0,0.0,0.0,0.0,0.0
208,Nan,Nan,Nan,0.0,6.189210891723633,0.0,0.0,0.0,0.0,0.0,0.0
209,Nan,Nan,Nan,0.0,2.640810489654541,0.0,0.0,0.0,0.0,0.0,0.0
210,Nan,Nan,Nan,0.0,16.814044952392578,0.5775729646697388,0.0,0.0,0.0,0.0,0.0
211,Nan,Nan,Nan,0.0,3.113560914993286,0.0,0.0,0.0,0.0,0.0,0.0
212,Nan,Nan,Nan,0.0,4.365841388702393,0.0,0.0,0.0,0.0,0.0,0.0
213,Nan,Nan,Nan,0.0,6.0864949226379395,0.6076804915514593,0.0,0.0,0.0,0.0,0.0
214,Nan,Nan,Nan,0.0,9.674125671386719,0.0,0.0,0.0,0.0,0.0,0.0
215,Nan,Nan,Nan,0.0,6.76702356338501,0.0,0.0,0.0,0.0,0.0,0.0
216,Nan,Nan,Nan,0.0,3.4347708225250244,0.4792626728110599,0.0,0.0,0.0,0.0,0.0
217,Nan,Nan,Nan,0.0,10.183094024658203,0.42764976958525347,0.0,0.0,0.0,0.0,0.0
218,Nan,Nan,Nan,0.0,8.518457412719727,0.4116743471582181,0.0,0.0,0.0,0.0,0.0
219,Nan,Nan,Nan,0.0,7.717634677886963,0.0,0.0,0.0,0.0,0.0,0.0
220,Nan,Nan,Nan,0.0,19.052839279174805,0.6282642089093702,0.0,0.0,0.0,0.0,0.0
221,Nan,Nan,Nan,0.0,3.797560691833496,0.0,0.0,0.0,0.0,0.0,0.0
222,Nan,Nan,Nan,0.0,7.482678413391113,0.5867895545314901,0.0,0.0,0.0,0.0,0.0
223,Nan,Nan,Nan,0.0,6.812427043914795,0.4248847926267281,0.0,0.0,0.0,0.0,0.0
224,Nan,Nan,Nan,0.0,10.67439079284668,0.0,0.0,0.0,0.0,0.0,0.0
225,Nan,Nan,Nan,0.0,6.967168807983398,0.5382488479262673,0.0,0.0,0.0,0.0,0.0
226,Nan,Nan,Nan,0.0,16.058095932006836,0.6073732718894009,0.0,0.0,0.0,0.0,0.0
227,Nan,Nan,Nan,0.0,5.2729058265686035,0.6003072196620584,0.0,0.0,0.0,0.0,0.0
228,Nan,Nan,Nan,0.0,14.404067993164062,0.5655913978494623,0.0,0.0,0.0,0.0,0.0
229,Nan,Nan,Nan,0.0,16.52029800415039,0.6251920122887865,0.0,0.0,0.0,0.0,0.0
230,Nan,Nan,Nan,0.0,4.985050201416016,0.0,0.0,0.0,0.0,0.0,0.0
231,Nan,Nan,Nan,0.0,7.567017555236816,0.6245775729646698,0.0,0.0,0.0,0.0,0.0
232,Nan,Nan,Nan,0.0,9.003711700439453,0.0,0.0,0.0,0.0,0.0,0.0
233,Nan,Nan,Nan,0.0,6.347289085388184,0.5192012288786483,0.0,0.0,0.0,0.0,0.0
234,Nan,Nan,Nan,0.0,17.545076370239258,0.0,0.0,0.0,0.0,0.0,0.0
235,Nan,Nan,Nan,0.0,2.243356943130493,0.0,0.0,0.0,0.0,0.0,0.0
236,Nan,Nan,Nan,0.0,7.958959579467773,0.0,0.0,0.0,0.0,0.0,0.0
237,Nan,Nan,Nan,0.0,2.4078567028045654,0.0,0.0,0.0,0.0,0.0,0.0
238,Nan,Nan,Nan,0.0,10.822150230407715,0.4162826420890937,0.0,0.0,0.0,0.0,0.0
239,Nan,Nan,Nan,0.0,7.743432521820068,0.0,0.0,0.0,0.0,0.0,0.0
240,Nan,Nan,Nan,0.0,4.775607109069824,0.4519201228878648,0.0,0.0,0.0,0.0,0.0
241,Nan,Nan,Nan,0.0,8.40299129486084,0.4930875576036866,0.0,0.0,0.0,0.0,0.0
242,Nan,Nan,Nan,0.0,13.401473045349121,0.0,0.0,0.0,0.0,0.0,0.0
243,Nan,Nan,Nan,0.0,4.899325370788574,0.0,0.0,0.0,0.0,0.0,0.0
244,Nan,Nan,Nan,0.0,6.027712821960449,0.40030721966205834,0.0,0.0,0.0,0.0,0.0
245,Nan,Nan,Nan,0.0,7.656866073608398,0.0,0.0,0.0,0.0,0.0,0.0
246,Nan,Nan,Nan,0.0,8.65737533569336,0.0,0.0,0.0,0.0,0.0,0.0
247,Nan,Nan,Nan,0.0,5.0870561599731445,0.0,0.0,0.0,0.0,0.0,0.0
248,Nan,Nan,Nan,0.0,4.957586765289307,0.0,0.0,0.0,0.0,0.0,0.0
249,Nan,Nan,Nan,0.0,7.74629545211792,0.0,0.0,0.0,0.0,0.0,0.0
250,Nan,Nan,Nan,0.0,7.183788776397705,0.40829493087557606,0.0,0.0,0.0,0.0,0.0
251,Nan,Nan,Nan,0.0,6.019627571105957,0.3720430107526882,0.0,0.0,0.0,0.0,0.0
252,Nan,Nan,Nan,0.0,6.2032246589660645,0.0,0.0,0.0,0.0,0.0,0.0
253,Nan,Nan,Nan,0.0,5.661209583282471,0.0,0.0,0.0,0.0,0.0,0.0
254,Nan,Nan,Nan,0.0,7.361088275909424,0.0,0.0,0.0,0.0,0.0,0.0
255,Nan,Nan,Nan,0.0,5.819881916046143,0.0,0.0,0.0,0.0,0.0,0.0
256,Nan,Nan,Nan,0.0,12.866267204284668,0.0,0.0,0.0,0.0,0.0,0.0
257,Nan,Nan,Nan,0.0,9.035572052001953,0.5600614439324116,0.0,0.0,0.0,0.0,0.0
258,Nan,Nan,Nan,0.0,8.324347496032715,0.43164362519201227,0.0,0.0,0.0,0.0,0.0
259,Nan,Nan,Nan,0.0,6.310970306396484,0.4700460829493088,0.0,0.0,0.0,0.0,0.0
260,Nan,Nan,Nan,0.0,6.6372809410095215,0.0,0.0,0.0,0.0,0.0,0.0
261,Nan,Nan,Nan,0.0,2.8061330318450928,0.0,0.0,0.0,0.0,0.0,0.0
