,number,value,datetime_start,datetime_complete,duration,params_lr,params_out_dim,params_scheduler_gamma,params_weight_decay,system_attrs_completed_rung_0,state
45,45,0.7052008873551886,2021-02-21 12:25:06.468946,2021-02-21 12:25:17.715514,0 days 00:00:11.246568,0.0007493700562782119,20,0.9984393853487599,12.05498930363567,0.7052008873551886,PRUNED
46,46,0.7047079122504314,2021-02-21 12:25:17.715704,2021-02-21 12:25:28.870208,0 days 00:00:11.154504,0.00018781732306359463,50,0.9974288107552768,8.972066604638286,0.7047079122504314,PRUNED
47,47,0.7052008873551886,2021-02-21 12:25:28.870388,2021-02-21 12:25:40.106693,0 days 00:00:11.236305,0.00031882654067975756,40,0.9981023278993026,10.726478014875555,0.7052008873551886,PRUNED
48,48,0.7049543998028099,2021-02-21 12:25:40.106881,2021-02-21 12:25:51.246039,0 days 00:00:11.139158,0.0004652608500309611,60,0.9947542400602056,13.390787771579388,0.7049543998028099,PRUNED
49,49,0.7322038284583081,2021-02-21 12:25:51.246232,2021-02-21 12:27:16.197001,0 days 00:01:24.950769,9.361556016617537e-05,20,0.9965096367199452,0.30089854082394574,0.7128420014789253,COMPLETE
50,50,0.7251537073753191,2021-02-21 12:27:16.197486,2021-02-21 12:28:41.688757,0 days 00:01:25.491271,5.50323024152517e-05,10,0.9962428508255917,0.4716721207025394,0.7108701010598965,COMPLETE
51,51,0.729216398717157,2021-02-21 12:28:41.689148,2021-02-21 12:30:06.991817,0 days 00:01:25.302669,8.805694125502924e-05,20,0.9966496998441453,2.536726082966673,0.7079122504313532,COMPLETE
52,52,0.7017500616218881,2021-02-21 12:30:06.992279,2021-02-21 12:30:18.260098,0 days 00:00:11.267819,0.00020911219360391392,30,0.997554095057746,11.988162736301865,0.7017500616218881,PRUNED
53,53,0.7263309989933847,2021-02-21 12:30:18.260315,2021-02-21 12:31:43.541753,0 days 00:01:25.281438,0.0001404006396936556,20,0.9970295219942473,7.55346715428966,0.7054473749075671,COMPLETE
54,54,0.722340215815902,2021-02-21 12:31:43.542225,2021-02-21 12:33:09.037785,0 days 00:01:25.495560,9.874173821637294e-05,10,0.9956043668838226,6.3897172721098805,0.7093911757456248,COMPLETE
55,55,0.7059403500123244,2021-02-21 12:33:09.038251,2021-02-21 12:33:20.332509,0 days 00:00:11.294258,3.318310158051728e-05,30,0.9965125144191788,16.111199634942544,0.7059403500123244,PRUNED
56,56,0.7056938624599458,2021-02-21 12:33:20.332716,2021-02-21 12:33:31.553268,0 days 00:00:11.220552,0.000998229113108446,20,0.9969699751766418,8.420960662356762,0.7056938624599458,PRUNED
57,57,0.7049543998028099,2021-02-21 12:33:31.553489,2021-02-21 12:33:42.649098,0 days 00:00:11.095609,0.017309455834132525,40,0.9959686933907412,12.897815628218517,0.7049543998028099,PRUNED
