,number,value,datetime_start,datetime_complete,duration,params_lr,params_out_dim,params_scheduler_gamma,params_weight_decay,system_attrs_completed_rung_0,state
558,558,0.706186837564703,2021-02-21 18:31:03.992603,2021-02-21 18:31:15.218739,0 days 00:00:11.226136,0.00048344723663333805,50,0.9961001337484754,14.43671630404039,0.706186837564703,PRUNED
559,559,0.7316903598486517,2021-02-21 18:31:15.219163,2021-02-21 18:32:40.700551,0 days 00:01:25.481388,0.0005802822988326802,50,0.9963046139085626,14.769233678550888,0.7066798126694602,COMPLETE
560,560,0.723801932109412,2021-02-21 18:32:40.701373,2021-02-21 18:34:05.886338,0 days 00:01:25.184965,0.00010190918411646872,50,0.9962591478911945,14.167337085949281,0.7071727877742174,COMPLETE
561,561,0.7052008873551886,2021-02-21 18:34:05.887100,2021-02-21 18:34:17.123501,0 days 00:00:11.236401,0.0004150556857852495,50,0.9964626667059737,15.531472837034798,0.7052008873551886,PRUNED
562,562,0.7317925380230237,2021-02-21 18:34:17.123897,2021-02-21 18:35:42.432542,0 days 00:01:25.308645,0.0003596891534615246,60,0.9961638381575306,14.95296738269553,0.7069263002218388,COMPLETE
563,563,0.7064333251170816,2021-02-21 18:35:42.433332,2021-02-21 18:35:53.695045,0 days 00:00:11.261713,0.0005811942816270069,50,0.995643661023393,15.616348394032777,0.7064333251170816,PRUNED
564,564,0.7056938624599458,2021-02-21 18:35:53.695445,2021-02-21 18:36:04.918386,0 days 00:00:11.222941,0.0004768524635615105,50,0.9958127674654546,14.368398892379398,0.7056938624599458,PRUNED
565,565,0.7064333251170816,2021-02-21 18:36:04.918765,2021-02-21 18:36:16.150275,0 days 00:00:11.231510,0.0005386455721389779,50,0.9964513859249277,16.000781178714647,0.7064333251170816,PRUNED
566,566,0.7064333251170816,2021-02-21 18:36:16.150661,2021-02-21 18:36:27.396138,0 days 00:00:11.245477,0.00041743990746077284,50,0.9954413695529258,13.993180307732086,0.7064333251170816,PRUNED
567,567,0.7270640898348981,2021-02-21 18:36:27.396506,2021-02-21 18:37:53.141162,0 days 00:01:25.744656,8.801174077415573e-05,50,0.9979179605203483,14.174768793133534,0.7081587379837319,COMPLETE
568,568,0.7047079122504314,2021-02-21 18:37:53.141957,2021-02-21 18:38:04.396794,0 days 00:00:11.254837,0.0006116791412658337,50,0.9976270982480212,14.749550786103082,0.7047079122504314,PRUNED
569,569,0.7042149371456742,2021-02-21 18:38:04.397167,2021-02-21 18:38:15.643083,0 days 00:00:11.245916,0.0004838499824721617,50,0.9960580140861194,16.211132581823524,0.7042149371456742,PRUNED
570,570,0.7022430367266453,2021-02-21 18:38:15.643472,2021-02-21 18:38:26.910349,0 days 00:00:11.266877,0.00011614691897623937,50,0.9963413203953582,13.84529214115486,0.7022430367266453,PRUNED
571,571,0.706186837564703,2021-02-21 18:38:26.910748,2021-02-21 18:38:38.191159,0 days 00:00:11.280411,0.0003638455383581483,60,0.9960284897385342,14.665957919005162,0.706186837564703,PRUNED
572,572,0.7054473749075671,2021-02-21 18:38:38.191533,2021-02-21 18:38:49.504565,0 days 00:00:11.313032,0.0007019454580323147,50,0.998121104748948,15.55223839855008,0.7054473749075671,PRUNED
573,573,0.7049543998028099,2021-02-21 18:38:49.504902,2021-02-21 18:39:00.900797,0 days 00:00:11.395895,0.0004374526164856904,60,0.9977872078053794,7.062753243365251,0.7049543998028099,PRUNED
574,574,0.706186837564703,2021-02-21 18:39:00.901171,2021-02-21 18:39:12.166201,0 days 00:00:11.265030,0.0005473280798470871,70,0.9920208280486806,8.161295807652161,0.706186837564703,PRUNED
575,575,0.7042149371456742,2021-02-21 18:39:12.166562,2021-02-21 18:39:23.364095,0 days 00:00:11.197533,0.00010051599986778012,60,0.9966177900097429,7.564822476793812,0.7042149371456742,PRUNED
576,576,0.7268256299042468,2021-02-21 18:39:23.364494,2021-02-21 18:40:49.168179,0 days 00:01:25.803685,0.0001347159335571959,50,0.9979664433209942,13.610663923229032,0.7079122504313532,COMPLETE
577,577,0.7039684495932955,2021-02-21 18:40:49.168961,2021-02-21 18:41:00.590687,0 days 00:00:11.421726,0.00032679063130912394,80,0.994337025548562,6.03081447783673,0.7039684495932955,PRUNED
578,578,0.7047079122504314,2021-02-21 18:41:00.591030,2021-02-21 18:41:11.771408,0 days 00:00:11.180378,0.0006550315195997968,70,0.9976826085662397,7.877615673865634,0.7047079122504314,PRUNED
579,579,0.7042149371456742,2021-02-21 18:41:11.771815,2021-02-21 18:41:23.039474,0 days 00:00:11.267659,0.00041890495359972994,70,0.9984332690258217,8.615514080661733,0.7042149371456742,PRUNED
580,580,0.6960808479171802,2021-02-21 18:41:23.039852,2021-02-21 18:41:34.280631,0 days 00:00:11.240779,0.0005100576215338353,50,0.9975695730880538,6.72894480104109,0.6960808479171802,PRUNED
581,581,0.7047079122504314,2021-02-21 18:41:34.281024,2021-02-21 18:41:45.507303,0 days 00:00:11.226279,0.0005900433861443764,80,0.9982430948148077,9.200786764756973,0.7047079122504314,PRUNED
582,582,0.7047079122504314,2021-02-21 18:41:45.507678,2021-02-21 18:41:56.629604,0 days 00:00:11.121926,0.0007792904025784017,60,0.9978382530898523,15.146931582156629,0.7047079122504314,PRUNED
583,583,0.7042149371456742,2021-02-21 18:41:56.629992,2021-02-21 18:42:07.924706,0 days 00:00:11.294714,7.671634927729735e-05,100,0.9965793185596249,7.106271057595537,0.7042149371456742,PRUNED
584,584,0.7054473749075671,2021-02-21 18:42:07.925089,2021-02-21 18:42:19.230432,0 days 00:00:11.305343,0.000390505454727371,70,0.9959897454393237,14.189514563999698,0.7054473749075671,PRUNED
585,585,0.7301093507240701,2021-02-21 18:42:19.230850,2021-02-21 18:43:44.310073,0 days 00:01:25.079223,0.0004862490118959798,90,0.991231093332467,8.30157630572805,0.7064333251170816,COMPLETE
586,586,0.7054473749075671,2021-02-21 18:43:44.310927,2021-02-21 18:43:55.548240,0 days 00:00:11.237313,0.0006393486215400861,80,0.9980108974767575,7.369833741163939,0.7054473749075671,PRUNED
587,587,0.706186837564703,2021-02-21 18:43:55.548643,2021-02-21 18:44:06.756666,0 days 00:00:11.208023,0.00011943693046104029,50,0.997525399905662,13.577520085404716,0.706186837564703,PRUNED
588,588,0.7042149371456742,2021-02-21 18:44:06.757065,2021-02-21 18:44:17.905707,0 days 00:00:11.148642,0.0003272210596424443,70,0.9964046279448306,14.58326422436592,0.7042149371456742,PRUNED
589,589,0.7229390344785763,2021-02-21 18:44:17.906117,2021-02-21 18:45:43.798453,0 days 00:01:25.892336,4.951829257440502e-05,60,0.9977441595232525,8.906713391355837,0.7108701010598965,COMPLETE
590,590,0.7039684495932955,2021-02-21 18:45:43.799279,2021-02-21 18:45:55.038910,0 days 00:00:11.239631,0.0005383198431342778,80,0.9974035020822823,7.925307250886502,0.7039684495932955,PRUNED
591,591,0.7049543998028099,2021-02-21 18:45:55.039319,2021-02-21 18:46:06.309470,0 days 00:00:11.270151,0.0004283685606530547,40,0.9962674635724342,13.953262290769603,0.7049543998028099,PRUNED
592,592,0.7211221406487803,2021-02-21 18:46:06.309884,2021-02-21 18:47:31.943287,0 days 00:01:25.633403,9.301615576674878e-05,70,0.9980097604031065,6.854854005431673,0.7081587379837319,COMPLETE
593,593,0.7323537218286587,2021-02-21 18:47:31.944127,2021-02-21 18:48:57.702055,0 days 00:01:25.757928,0.0007238022787109824,80,0.9905594427040504,7.607792713538489,0.7096376632980035,COMPLETE
594,594,0.730695245331051,2021-02-21 18:48:57.702828,2021-02-21 18:50:23.569612,0 days 00:01:25.866784,0.0003757164890644015,60,0.9957521776726926,6.206095129307679,0.7140744392408184,COMPLETE
595,595,0.7336048046057979,2021-02-21 18:50:23.570390,2021-02-21 18:51:49.131842,0 days 00:01:25.561452,0.00047174364572678183,40,0.997821684128181,8.451100057292631,0.7091446881932463,COMPLETE
596,596,0.7302688678261298,2021-02-21 18:51:49.132670,2021-02-21 18:53:15.037420,0 days 00:01:25.904750,0.0005058479411924054,40,0.9978220652863783,8.416961444507713,0.7103771259551392,COMPLETE
597,597,0.7059403500123244,2021-02-21 18:53:15.038225,2021-02-21 18:53:26.576026,0 days 00:00:11.537801,0.00046216848374069935,40,0.998120959602307,9.30248406269028,0.7059403500123244,PRUNED
598,598,0.7327613430481099,2021-02-21 18:53:26.576369,2021-02-21 18:54:52.162744,0 days 00:01:25.586375,0.0005692565730333961,40,0.9976508195369211,8.95382100547051,0.7103771259551392,COMPLETE
599,599,0.7054473749075671,2021-02-21 18:54:52.163547,2021-02-21 18:55:03.332293,0 days 00:00:11.168746,0.0005596157847441035,40,0.9976509244333287,8.888153866952225,0.7054473749075671,PRUNED
600,600,0.7064333251170816,2021-02-21 18:55:03.332668,2021-02-21 18:55:14.537489,0 days 00:00:11.204821,0.0004405831844019422,40,0.9979051654688608,9.542663801058337,0.7064333251170816,PRUNED
601,601,0.7335453669077727,2021-02-21 18:55:14.537852,2021-02-21 18:56:40.013531,0 days 00:01:25.475679,0.00046449497697618775,40,0.9976530811761729,8.704816398010452,0.7076657628789746,COMPLETE
602,602,0.7304792490534445,2021-02-21 18:56:40.014330,2021-02-21 18:58:05.733059,0 days 00:01:25.718729,0.0003595303726722161,40,0.9975516406821573,8.508863819462789,0.7086517130884891,COMPLETE
603,603,0.7064333251170816,2021-02-21 18:58:05.733883,2021-02-21 18:58:16.932360,0 days 00:00:11.198477,0.0004207712360722052,40,0.99770014186078,8.806913712485024,0.7064333251170816,PRUNED
604,604,0.7334267867582318,2021-02-21 18:58:16.932745,2021-02-21 18:59:42.552593,0 days 00:01:25.619848,0.0005156847073409199,40,0.997510924693418,8.975724117865239,0.7069263002218388,COMPLETE
605,605,0.6992851860981021,2021-02-21 18:59:42.553191,2021-02-21 18:59:53.721641,0 days 00:00:11.168450,2.2242354323810274e-05,40,0.9976187121155303,8.911365389476918,0.6992851860981021,PRUNED
606,606,0.7056938624599458,2021-02-21 18:59:53.722045,2021-02-21 19:00:04.944220,0 days 00:00:11.222175,0.0004793444280201821,40,0.9978282636373266,9.23945224732992,0.7056938624599458,PRUNED
607,607,0.7024895242790239,2021-02-21 19:00:04.944615,2021-02-21 19:00:16.221484,0 days 00:00:11.276869,0.0004088723332849409,40,0.9974451472157293,8.497579825681566,0.7024895242790239,PRUNED
608,608,0.7321530847724285,2021-02-21 19:00:16.221877,2021-02-21 19:01:42.159199,0 days 00:01:25.937322,0.00036517196675462505,40,0.9979608207970952,8.670766476782033,0.7069263002218388,COMPLETE
609,609,0.7044614246980527,2021-02-21 19:01:42.159797,2021-02-21 19:01:53.517558,0 days 00:00:11.357761,0.0004897057659716278,40,0.9977362582158624,8.221227647938811,0.7044614246980527,PRUNED
610,610,0.706186837564703,2021-02-21 19:01:53.517935,2021-02-21 19:02:04.824221,0 days 00:00:11.306286,0.0005599353514701743,40,0.9975247059873572,9.241175068499329,0.706186837564703,PRUNED
611,611,0.7308131798846412,2021-02-21 19:02:04.824604,2021-02-21 19:03:30.602471,0 days 00:01:25.777867,0.0004192674304076537,40,0.9981905742824504,8.085549692583228,0.7118560512694109,COMPLETE
612,612,0.7034754744885383,2021-02-21 19:03:30.603275,2021-02-21 19:03:41.878354,0 days 00:00:11.275079,0.00031620276767649596,40,0.9978250681541797,8.438417638627685,0.7034754744885383,PRUNED
613,613,0.7047079122504314,2021-02-21 19:03:41.878770,2021-02-21 19:03:53.091098,0 days 00:00:11.212328,0.0005657102882642448,40,0.997582782462961,8.758879014849214,0.7047079122504314,PRUNED
614,614,0.7300318218010627,2021-02-21 19:03:53.091466,2021-02-21 19:05:18.356129,0 days 00:01:25.264663,0.00010667978051572689,40,0.9974037240061581,8.2144174141892,0.7096376632980035,COMPLETE
615,615,0.7292201923221708,2021-02-21 19:05:18.356936,2021-02-21 19:06:44.011340,0 days 00:01:25.654404,0.000465492947254045,40,0.9980319784016058,9.03479744129001,0.7086517130884891,COMPLETE
616,616,0.7052008873551886,2021-02-21 19:06:44.012166,2021-02-21 19:06:55.212987,0 days 00:00:11.200821,0.00037156330307747245,40,0.9983761706301127,7.723167574512165,0.7052008873551886,PRUNED
617,617,0.7292667171749319,2021-02-21 19:06:55.213407,2021-02-21 19:08:20.657243,0 days 00:01:25.443836,8.06768611294259e-05,40,0.9977284206491721,7.963415283948963,0.7103771259551392,COMPLETE
618,618,0.7052008873551886,2021-02-21 19:08:20.658093,2021-02-21 19:08:31.873913,0 days 00:00:11.215820,0.0005241330083014595,40,0.9978733740492124,19.994657006004534,0.7052008873551886,PRUNED
619,619,0.7049543998028099,2021-02-21 19:08:31.874306,2021-02-21 19:08:43.132696,0 days 00:00:11.258390,0.0006105713260271485,40,0.9974446835857749,9.473846696817503,0.7049543998028099,PRUNED
620,620,0.7284793269867018,2021-02-21 19:08:43.133095,2021-02-21 19:10:08.978179,0 days 00:01:25.845084,0.0004449451475224489,40,0.9982841640132727,8.76775927325506,0.7066798126694602,COMPLETE
621,621,0.7049543998028099,2021-02-21 19:10:08.978822,2021-02-21 19:10:20.371930,0 days 00:00:11.393108,0.0003817335611381359,50,0.997599137432683,8.17514286997524,0.7049543998028099,PRUNED
622,622,0.7312528045714235,2021-02-21 19:10:20.372344,2021-02-21 19:11:45.822533,0 days 00:01:25.450189,0.0005261631399600872,40,0.9980319017799668,8.547545651555211,0.7123490263741681,COMPLETE
623,623,0.7029824993837811,2021-02-21 19:11:45.823332,2021-02-21 19:11:57.012457,0 days 00:00:11.189125,0.0006736845159363788,40,0.9977023885000416,8.090529995944523,0.7029824993837811,PRUNED
624,624,0.7269305478292498,2021-02-21 19:11:57.012872,2021-02-21 19:13:22.844402,0 days 00:01:25.831530,6.411514451914083e-05,40,0.9974309080044345,8.939502210920047,0.7123490263741681,COMPLETE
625,625,0.7052008873551886,2021-02-21 19:13:22.845198,2021-02-21 19:13:34.059078,0 days 00:00:11.213880,0.0003146838856733177,50,0.9978867785747266,7.874646447042472,0.7052008873551886,PRUNED
626,626,0.7331029131644536,2021-02-21 19:13:34.059486,2021-02-21 19:14:59.747502,0 days 00:01:25.688016,0.00045760608958100336,40,0.9981366370161712,8.409482354528581,0.7081587379837319,COMPLETE
627,627,0.7054473749075671,2021-02-21 19:14:59.748329,2021-02-21 19:15:10.992162,0 days 00:00:11.243833,0.0004137305282329103,50,0.9983728658379405,7.5273737005162165,0.7054473749075671,PRUNED
628,628,0.6889327088982007,2021-02-21 19:15:10.992546,2021-02-21 19:15:22.443761,0 days 00:00:11.451215,0.0003776931588404571,40,0.9985027590903649,8.385498998187458,0.6889327088982007,PRUNED
629,629,0.7056938624599458,2021-02-21 19:15:22.444130,2021-02-21 19:15:33.582066,0 days 00:00:11.137936,0.0004588107974927013,50,0.9982607518346107,7.829250108436735,0.7056938624599458,PRUNED
630,630,0.703721962040917,2021-02-21 19:15:33.582454,2021-02-21 19:15:44.854702,0 days 00:00:11.272248,0.0003425045915932908,40,0.9981805257152059,8.292221258151901,0.703721962040917,PRUNED
631,631,0.7323947954993308,2021-02-21 19:15:44.855092,2021-02-21 19:17:10.059958,0 days 00:01:25.204866,0.0001340839974959943,40,0.9980932601653644,7.325669212733681,0.7118560512694109,COMPLETE
632,632,0.7042149371456742,2021-02-21 19:17:10.060794,2021-02-21 19:17:21.373760,0 days 00:00:11.312966,0.0001001842306750311,50,0.9980633342441357,7.896192312066599,0.7042149371456742,PRUNED
633,633,0.7064333251170816,2021-02-21 19:17:21.374154,2021-02-21 19:17:32.779975,0 days 00:00:11.405821,0.0004428755904046889,40,0.9961558632738299,15.845704598013809,0.7064333251170816,PRUNED
634,634,0.7304956181362875,2021-02-21 19:17:32.780381,2021-02-21 19:18:58.540655,0 days 00:01:25.760274,0.000498029351022997,40,0.9980797942191623,8.316140477748828,0.7091446881932463,COMPLETE
635,635,0.7029824993837811,2021-02-21 19:18:58.541493,2021-02-21 19:19:09.808166,0 days 00:00:11.266673,0.0002972331952395475,40,0.9978953645313863,8.56782112838877,0.7029824993837811,PRUNED
636,636,0.7017500616218881,2021-02-21 19:19:09.808574,2021-02-21 19:19:20.998814,0 days 00:00:11.190240,0.00011368186894428135,50,0.9982643646928856,12.619527914523571,0.7017500616218881,PRUNED
637,637,0.7059403500123244,2021-02-21 19:19:20.999219,2021-02-21 19:19:32.225246,0 days 00:00:11.226027,0.0004047932701430952,40,0.9979049459343416,15.057742196907117,0.7059403500123244,PRUNED
638,638,0.7022430367266453,2021-02-21 19:19:32.225651,2021-02-21 19:19:43.551270,0 days 00:00:11.325619,8.635332455501988e-05,70,0.99858064988839,13.192399429109887,0.7022430367266453,PRUNED
639,639,0.7310313388653087,2021-02-21 19:19:43.551661,2021-02-21 19:21:09.447512,0 days 00:01:25.895851,0.0004905902441298031,50,0.9977264687988812,7.454968261188387,0.7135814641360612,COMPLETE
640,640,0.7315300041539665,2021-02-21 19:21:09.448348,2021-02-21 19:22:34.960800,0 days 00:01:25.512452,0.00034981728715882324,40,0.9973338904926132,12.394998080528602,0.707419275326596,COMPLETE
641,641,0.7034754744885383,2021-02-21 19:22:34.961408,2021-02-21 19:22:46.227302,0 days 00:00:11.265894,0.0006037891471403565,40,0.9963606062607081,6.898108494526712,0.7034754744885383,PRUNED
642,642,0.7321054780828108,2021-02-21 19:22:46.227684,2021-02-21 19:24:12.004314,0 days 00:01:25.776630,0.0004587329146081064,70,0.9980992713584382,7.972276218179703,0.7084052255361104,COMPLETE
643,643,0.6970667981266946,2021-02-21 19:24:12.005121,2021-02-21 19:24:23.210502,0 days 00:00:11.205381,0.0001351229390265329,50,0.9960516156708595,9.437809899543645,0.6970667981266946,PRUNED
644,644,0.7054473749075671,2021-02-21 19:24:23.210922,2021-02-21 19:24:34.437502,0 days 00:00:11.226580,0.0003873714349862606,40,0.9978852804226053,6.5480586467733755,0.7054473749075671,PRUNED
645,645,0.7323454872462822,2021-02-21 19:24:34.437923,2021-02-21 19:26:00.321834,0 days 00:01:25.883911,0.0005489543147786449,70,0.9958915684973512,8.58959086776459,0.7069263002218388,COMPLETE
646,646,0.6987922109933449,2021-02-21 19:26:00.322668,2021-02-21 19:26:11.559102,0 days 00:00:11.236434,6.814351223843112e-05,40,0.9983446990447968,7.931252583795571,0.6987922109933449,PRUNED
647,647,0.7039684495932955,2021-02-21 19:26:11.559512,2021-02-21 19:26:22.718590,0 days 00:00:11.159078,0.00010076865840317072,40,0.9975389059029022,7.171046970213656,0.7039684495932955,PRUNED
648,648,0.73123003645611,2021-02-21 19:26:22.719026,2021-02-21 19:27:48.414654,0 days 00:01:25.695628,0.0006313664544225746,70,0.997263274581656,7.5580307609360355,0.7121025388217895,COMPLETE
649,649,0.7034754744885383,2021-02-21 19:27:48.415482,2021-02-21 19:27:59.774767,0 days 00:00:11.359285,1.0241808007780278e-05,50,0.9977278629168258,12.167430882353642,0.7034754744885383,PRUNED
650,650,0.7341014787869986,2021-02-21 19:27:59.775154,2021-02-21 19:29:25.534835,0 days 00:01:25.759681,0.0002961535259815114,40,0.9979630392601634,14.481950670094818,0.7103771259551392,COMPLETE
651,651,0.7300274643599802,2021-02-21 19:29:25.535713,2021-02-21 19:30:51.100720,0 days 00:01:25.565007,0.00031593188571818806,40,0.9975256994449325,14.70210594995543,0.7101306384027607,COMPLETE
652,652,0.7044614246980527,2021-02-21 19:30:51.101531,2021-02-21 19:31:02.373714,0 days 00:00:11.272183,0.00028043210635109693,40,0.9979358871043236,14.592674114595802,0.7044614246980527,PRUNED
653,653,0.7332377625679407,2021-02-21 19:31:02.374139,2021-02-21 19:32:27.982477,0 days 00:01:25.608338,0.0003008967528914157,40,0.9977213283359724,14.924636332739317,0.7084052255361104,COMPLETE
654,654,0.7059403500123244,2021-02-21 19:32:27.983337,2021-02-21 19:32:39.332392,0 days 00:00:11.349055,0.00029575774981501423,40,0.9965233371759085,15.164775123144596,0.7059403500123244,PRUNED
655,655,0.7299668748632379,2021-02-21 19:32:39.332812,2021-02-21 19:34:04.706370,0 days 00:01:25.373558,0.000272673918935271,40,0.9977210221466912,15.128449762675201,0.7076657628789746,COMPLETE
656,656,0.703721962040917,2021-02-21 19:34:04.707223,2021-02-21 19:34:16.034639,0 days 00:00:11.327416,0.00029778782311762743,40,0.9979501842888089,15.594240586311077,0.703721962040917,PRUNED
657,657,0.7042149371456742,2021-02-21 19:34:16.035047,2021-02-21 19:34:27.334558,0 days 00:00:11.299511,0.0003538682881855322,40,0.9961828772015975,14.586721629553173,0.7042149371456742,PRUNED
658,658,0.7022430367266453,2021-02-21 19:34:27.334965,2021-02-21 19:34:38.545956,0 days 00:00:11.210991,0.0002907604915808802,40,0.9974380962919484,15.27127874877956,0.7022430367266453,PRUNED
659,659,0.7297955394407586,2021-02-21 19:34:38.546380,2021-02-21 19:36:04.345081,0 days 00:01:25.798701,0.00031820279964053116,40,0.9978292054709342,14.370013848485831,0.7081587379837319,COMPLETE
660,660,0.731349015806486,2021-02-21 19:36:04.345931,2021-02-21 19:37:29.697744,0 days 00:01:25.351813,0.00034882361825193045,40,0.9981988192961865,15.929503526988062,0.7071727877742174,COMPLETE
661,661,0.7059403500123244,2021-02-21 19:37:29.698365,2021-02-21 19:37:40.899412,0 days 00:00:11.201047,0.00026625872191886807,40,0.9980594144627258,15.473808825749572,0.7059403500123244,PRUNED
662,662,0.7314239560758768,2021-02-21 19:37:40.899827,2021-02-21 19:39:06.829814,0 days 00:01:25.929987,0.000342094762923371,40,0.9972330169318131,14.926492020693916,0.7093911757456248,COMPLETE
663,663,0.7307412439919174,2021-02-21 19:39:06.830638,2021-02-21 19:40:32.848029,0 days 00:01:26.017391,0.00025708241685317427,40,0.997579108971846,14.356313609685042,0.7106236135075179,COMPLETE
664,664,0.7054473749075671,2021-02-21 19:40:32.848854,2021-02-21 19:40:43.940972,0 days 00:00:11.092118,0.0003858839909025872,40,0.9977683300106528,15.001803130367879,0.7054473749075671,PRUNED
665,665,0.7039684495932955,2021-02-21 19:40:43.941380,2021-02-21 19:40:55.288258,0 days 00:00:11.346878,0.0003255225400571659,40,0.9962894370859888,14.128008499476305,0.7039684495932955,PRUNED
666,666,0.7322117419018295,2021-02-21 19:40:55.288652,2021-02-21 19:42:20.930089,0 days 00:01:25.641437,0.0004194713747411884,40,0.9926011738685582,14.524044697781498,0.7076657628789746,COMPLETE
667,667,0.7319484054806987,2021-02-21 19:42:20.930953,2021-02-21 19:43:46.782314,0 days 00:01:25.851361,0.00037766773347582667,40,0.9966137337172732,14.628943807959507,0.7066798126694602,COMPLETE
668,668,0.7321808617958061,2021-02-21 19:43:46.782945,2021-02-21 19:45:12.377030,0 days 00:01:25.594085,0.0004185054389658551,40,0.9973893802503968,13.569386531270254,0.7088982006408676,COMPLETE
669,669,0.7323847717675369,2021-02-21 19:45:12.377862,2021-02-21 19:46:38.298130,0 days 00:01:25.920268,0.0003261548002025617,40,0.997815506392276,13.998738993119838,0.7113630761646537,COMPLETE
670,670,0.7327176540669036,2021-02-21 19:46:38.299011,2021-02-21 19:48:04.329193,0 days 00:01:26.030182,0.00045929183848464957,40,0.9980103311773935,15.240316040984387,0.707419275326596,COMPLETE
671,671,0.7042149371456742,2021-02-21 19:48:04.329811,2021-02-21 19:48:15.608562,0 days 00:00:11.278751,0.0001717555607378963,40,0.992905594996871,13.796480133240456,0.7042149371456742,PRUNED
672,672,0.706186837564703,2021-02-21 19:48:15.609002,2021-02-21 19:48:26.883376,0 days 00:00:11.274374,0.00023621864564043267,40,0.9957089803575543,14.771735333218718,0.706186837564703,PRUNED
673,673,0.7321173477072236,2021-02-21 19:48:26.883771,2021-02-21 19:49:52.440257,0 days 00:01:25.556486,0.0002732980754685346,50,0.9959856886714443,16.613384644469487,0.707419275326596,COMPLETE
674,674,0.7049543998028099,2021-02-21 19:49:52.441080,2021-02-21 19:50:03.834914,0 days 00:00:11.393834,0.0025712615893747873,40,0.9976427877230617,14.293772539407263,0.7049543998028099,PRUNED
675,675,0.7019965491742667,2021-02-21 19:50:03.835339,2021-02-21 19:50:15.250033,0 days 00:00:11.414694,0.000370631685782078,50,0.9972019191160921,19.18411639997762,0.7019965491742667,PRUNED
676,676,0.7310151166751224,2021-02-21 19:50:15.250423,2021-02-21 19:51:40.792797,0 days 00:01:25.542374,0.00042269269402463,40,0.9982372247786288,8.79048898761102,0.7066798126694602,COMPLETE
677,677,0.7047079122504314,2021-02-21 19:51:40.793640,2021-02-21 19:51:52.028032,0 days 00:00:11.234392,0.0004945768573578355,40,0.9985095373883789,9.125283868677654,0.7047079122504314,PRUNED
678,678,0.7047079122504314,2021-02-21 19:51:52.028443,2021-02-21 19:52:03.322545,0 days 00:00:11.294102,0.00033716757127591967,40,0.9964369384385202,15.56672049667382,0.7047079122504314,PRUNED
679,679,0.7213785904166589,2021-02-21 19:52:03.322976,2021-02-21 19:53:29.103775,0 days 00:01:25.780799,0.00020447541425842522,50,0.997501941801423,8.425500348327958,0.7143209267931969,COMPLETE
680,680,0.7322923232341351,2021-02-21 19:53:29.104592,2021-02-21 19:54:54.925542,0 days 00:01:25.820950,0.0003010256226294932,40,0.9979119083028916,14.164099984072967,0.7079122504313532,COMPLETE
681,681,0.7317372993999107,2021-02-21 19:54:54.926381,2021-02-21 19:56:20.291350,0 days 00:01:25.364969,0.00046217271915198325,40,0.9977085186636104,13.433732451491936,0.707419275326596,COMPLETE
682,682,0.7027360118314026,2021-02-21 19:56:20.292155,2021-02-21 19:56:31.553323,0 days 00:00:11.261168,0.00038256439398760193,70,0.9980643375580018,14.925879427009718,0.7027360118314026,PRUNED
683,683,0.7059403500123244,2021-02-21 19:56:31.553777,2021-02-21 19:56:42.899837,0 days 00:00:11.346060,0.000529769293206112,50,0.9967053452649194,9.849937713279678,0.7059403500123244,PRUNED
684,684,0.7024895242790239,2021-02-21 19:56:42.900246,2021-02-21 19:56:54.151892,0 days 00:00:11.251646,0.000429623281700271,40,0.9973330979456834,9.222072078620927,0.7024895242790239,PRUNED
685,685,0.7039684495932955,2021-02-21 19:56:54.152311,2021-02-21 19:57:05.430385,0 days 00:00:11.278074,0.00037657275080253216,40,0.9978161645993682,8.257144993006023,0.7039684495932955,PRUNED
686,686,0.6928765097362584,2021-02-21 19:57:05.430834,2021-02-21 19:57:16.677917,0 days 00:00:11.247083,0.00015225276176203409,70,0.9975031529119212,13.767769239161831,0.6928765097362584,PRUNED
687,687,0.7064333251170816,2021-02-21 19:57:16.678328,2021-02-21 19:57:28.080522,0 days 00:00:11.402194,0.0005015014967745982,50,0.9921765070078891,8.697024953328764,0.7064333251170816,PRUNED
688,688,0.7049543998028099,2021-02-21 19:57:28.080937,2021-02-21 19:57:39.447940,0 days 00:00:11.367003,0.003759224313593444,40,0.9983928295045317,14.341560523641473,0.7049543998028099,PRUNED
689,689,0.696820310574316,2021-02-21 19:57:39.448358,2021-02-21 19:57:50.713130,0 days 00:00:11.264772,0.000289187683168142,40,0.9971230727818284,14.71217017305965,0.696820310574316,PRUNED
690,690,0.7049543998028099,2021-02-21 19:57:50.713534,2021-02-21 19:58:02.038556,0 days 00:00:11.325022,0.0007014786056353254,70,0.9962415826459659,7.952172612446796,0.7049543998028099,PRUNED
691,691,0.7054473749075671,2021-02-21 19:58:02.038983,2021-02-21 19:58:13.235099,0 days 00:00:11.196116,0.0008168649832580098,40,0.9979566350021447,13.186712365043043,0.7054473749075671,PRUNED
692,692,0.7042149371456742,2021-02-21 19:58:13.235537,2021-02-21 19:58:24.482038,0 days 00:00:11.246501,0.0005667075991785892,40,0.997630771838757,8.776669456410568,0.7042149371456742,PRUNED
693,693,0.7330445711099509,2021-02-21 19:58:24.482474,2021-02-21 19:59:50.230104,0 days 00:01:25.747630,0.00042917271464401916,70,0.9981258911224127,9.55943975976266,0.7093911757456248,COMPLETE
