,number,value,datetime_start,datetime_complete,duration,params_lr,params_out_dim,params_scheduler_gamma,params_weight_decay,system_attrs_completed_rung_0,system_attrs_completed_rung_1,system_attrs_completed_rung_2,system_attrs_completed_rung_3,state
27,27,0.7022430367266453,2021-03-04 21:55:23.502334,2021-03-04 21:55:36.203725,0 days 00:00:12.701391,2.32761373636708e-05,20,0.9988570054978839,0.061198887228796815,0.7022430367266453,,,,PRUNED
28,28,0.6899186591077151,2021-03-04 21:55:36.203927,2021-03-04 21:56:55.370782,0 days 00:01:19.166855,1.5175616506113036e-05,40,0.9974046824671489,7.526049994636191,0.6899186591077151,,,,PRUNED
29,29,0.7101306384027607,2021-03-04 21:56:55.370951,2021-03-04 21:57:24.721686,0 days 00:00:29.350735,0.00018438923804110562,30,0.9910729528630373,7.5627339591275256,0.716785802316983,0.7101306384027607,,,PRUNED
30,30,0.6852353956125216,2021-03-04 21:57:24.721910,2021-03-04 21:57:54.094329,0 days 00:00:29.372419,0.010531862117944506,30,0.9979729181490467,15.223529287863071,0.6852353956125216,,,,PRUNED
31,31,0.6736504806507272,2021-03-04 21:57:54.094508,2021-03-04 21:59:12.872669,0 days 00:01:18.778161,0.01899375121707522,80,0.9927462825490969,14.830558382706137,0.6736504806507272,,,,PRUNED
32,32,0.7066798126694602,2021-03-04 21:59:12.872862,2021-03-04 21:59:25.745136,0 days 00:00:12.872274,3.628987209389864e-05,10,0.9958994461139187,4.39000990828987,0.7066798126694602,,,,PRUNED
33,33,0.6926300221838797,2021-03-04 21:59:25.745364,2021-03-04 22:00:44.851383,0 days 00:01:19.106019,0.00013194245522220552,80,0.9985995016101507,1.353561469731533,0.6926300221838797,,,,PRUNED
34,34,0.7123490263741681,2021-03-04 22:00:44.851566,2021-03-04 22:01:14.215757,0 days 00:00:29.364191,0.00020858487393901723,40,0.9978135934365339,0.01461893955008442,0.7093911757456248,0.7123490263741681,,,PRUNED
35,35,0.6773477939364062,2021-03-04 22:01:14.215973,2021-03-04 22:05:25.455969,0 days 00:04:11.239996,0.0046144413135021465,50,0.9935007918290497,18.676000622220155,0.6790732068030565,,,,COMPLETE
36,36,0.7022430367266453,2021-03-04 22:05:25.456627,2021-03-04 22:05:38.194369,0 days 00:00:12.737742,1.0715798748319957e-05,60,0.9944924503910226,8.853161512534847,0.7022430367266453,,,,PRUNED
37,37,0.7034754744885383,2021-03-04 22:05:38.194574,2021-03-04 22:05:51.000811,0 days 00:00:12.806237,0.00021826492257860568,20,0.9917638510403246,2.471306022537336,0.7034754744885383,,,,PRUNED
38,38,0.7054473749075671,2021-03-04 22:05:51.001020,2021-03-04 22:06:03.730673,0 days 00:00:12.729653,4.281536892264572e-05,40,0.9959820719564632,4.492816038015674,0.7054473749075671,,,,PRUNED
39,39,0.6985457234409662,2021-03-04 22:06:03.730879,2021-03-04 22:07:22.887681,0 days 00:01:19.156802,0.0011409321987354193,20,0.9948377236565673,1.1313265173142522,0.6985457234409662,,,,PRUNED
40,40,0.6869608084791718,2021-03-04 22:07:22.887887,2021-03-04 22:11:11.931941,0 days 00:03:49.044054,3.216246727373335e-05,100,0.9950890041960296,5.004789063141289,0.7106236135075179,0.6869608084791718,,,PRUNED
41,41,0.6872072960315504,2021-03-04 22:11:11.932146,2021-03-04 22:11:41.287062,0 days 00:00:29.354916,0.016356671138638593,40,0.9958353976390313,4.770203296670204,0.6872072960315504,,,,PRUNED
42,42,0.7015035740695095,2021-03-04 22:11:41.287287,2021-03-04 22:11:54.073969,0 days 00:00:12.786682,0.0012401706374080708,20,0.997301453099913,1.8304998090422318,0.7015035740695095,,,,PRUNED
43,43,0.703721962040917,2021-03-04 22:11:54.074169,2021-03-04 22:13:13.395500,0 days 00:01:19.321331,0.0005208927838974767,10,0.996228870904589,13.393915338267599,0.703721962040917,,,,PRUNED
44,44,0.6655163914222332,2021-03-04 22:13:13.395688,2021-03-04 22:17:01.806064,0 days 00:03:48.410376,0.01823110422594036,30,0.9921239868147639,10.360571485457257,0.6655163914222332,,,,PRUNED
45,45,0.7049543998028099,2021-03-04 22:17:01.806248,2021-03-04 22:17:14.726049,0 days 00:00:12.919801,0.0002596315014072718,20,0.996165500279517,1.3862466073150015,0.7049543998028099,,,,PRUNED
46,46,0.6692137047079123,2021-03-04 22:17:14.726233,2021-03-04 22:21:03.112360,0 days 00:03:48.386127,0.009596843285809195,40,0.9965417050964558,14.765534144950314,0.6692137047079123,,,,PRUNED
47,47,0.6946019226029085,2021-03-04 22:21:03.112572,2021-03-04 22:22:22.213547,0 days 00:01:19.100975,1.9825880344509287e-05,10,0.9926822121555807,6.352162891515254,0.7103771259551392,0.6946019226029085,,,PRUNED
48,48,0.7032289869361598,2021-03-04 22:22:22.213761,2021-03-04 22:22:34.959020,0 days 00:00:12.745259,0.002955517889877252,10,0.9967549689180925,5.790836190003377,0.7032289869361598,,,,PRUNED
49,49,0.6780872565935421,2021-03-04 22:22:34.959221,2021-03-04 22:26:24.280626,0 days 00:03:49.321405,5.104086877005522e-05,10,0.9961540359553003,13.435765035310629,0.6780872565935421,,,,PRUNED
50,50,0.7059403500123244,2021-03-04 22:26:24.280834,2021-03-04 22:26:53.751522,0 days 00:00:29.470688,0.00011195461994976567,50,0.9976487426945393,19.69314832732902,0.7059403500123244,,,,PRUNED
51,51,0.7118560512694109,2021-03-04 22:26:53.751713,2021-03-04 22:27:22.941536,0 days 00:00:29.189823,9.38008299894797e-05,30,0.9951278388410605,3.4019037830623713,0.7101306384027607,0.7118560512694109,,,PRUNED
52,52,0.54769534138526,2021-03-04 22:27:22.941766,2021-03-04 22:27:35.638367,0 days 00:00:12.696601,0.014169537087309107,20,0.9936820961480283,0.3194636721257766,0.54769534138526,,,,PRUNED
53,53,0.6973132856790732,2021-03-04 22:27:35.638568,2021-03-04 22:27:48.326380,0 days 00:00:12.687812,0.00032181519856669616,40,0.9979984336120907,7.650797956177116,0.6973132856790732,,,,PRUNED
54,54,0.7032289869361598,2021-03-04 22:27:48.326580,2021-03-04 22:28:01.126077,0 days 00:00:12.799497,0.00014452140239714525,30,0.99558483952132,5.131875752525889,0.7032289869361598,,,,PRUNED
55,55,0.6803056445649495,2021-03-04 22:28:01.126299,2021-03-04 22:31:49.645566,0 days 00:03:48.519267,6.374862696429519e-05,10,0.9937054839899242,7.821503156709788,0.7209760907074193,0.7241804288883411,0.6803056445649495,,PRUNED
56,56,0.700517623859995,2021-03-04 22:31:49.645741,2021-03-04 22:32:02.471406,0 days 00:00:12.825665,5.700358715756222e-05,10,0.9965992245754975,2.7279571123604045,0.700517623859995,,,,PRUNED
57,57,0.7039684495932955,2021-03-04 22:32:02.471604,2021-03-04 22:32:15.211317,0 days 00:00:12.739713,1.5524093683745927e-05,50,0.998293746044804,6.061151386970461,0.7039684495932955,,,,PRUNED
58,58,0.7042149371456742,2021-03-04 22:32:15.211531,2021-03-04 22:32:44.640126,0 days 00:00:29.428595,0.000995306760215485,70,0.9969121974222773,14.394735264200579,0.7042149371456742,,,,PRUNED
59,59,0.7066798126694602,2021-03-04 22:32:44.640367,2021-03-04 22:33:14.275131,0 days 00:00:29.634764,0.00021111181913362998,30,0.9944889129738579,19.50929616202532,0.7066798126694602,,,,PRUNED
60,60,0.7079122504313532,2021-03-04 22:33:14.275312,2021-03-04 22:33:43.449449,0 days 00:00:29.174137,0.000971053047665062,60,0.9946289361308409,1.3478185221558852,0.71555336455509,0.7079122504313532,,,PRUNED
61,61,0.7029824993837811,2021-03-04 22:33:43.449655,2021-03-04 22:33:56.166277,0 days 00:00:12.716622,2.480202328829604e-05,50,0.99891149384551,6.837309150229952,0.7029824993837811,,,,PRUNED
62,62,0.703721962040917,2021-03-04 22:33:56.166512,2021-03-04 22:34:25.668498,0 days 00:00:29.501986,0.0003911291769003283,40,0.9975516704305561,10.754982011240212,0.7111165886122751,0.703721962040917,,,PRUNED
63,63,0.6965738230219374,2021-03-04 22:34:25.668717,2021-03-04 22:34:55.052205,0 days 00:00:29.383488,1.225068170736499e-05,90,0.9984626844723025,8.654380865207385,0.7157998521074685,0.6965738230219374,,,PRUNED
64,64,0.7039684495932955,2021-03-04 22:34:55.052438,2021-03-04 22:35:24.427233,0 days 00:00:29.374795,0.0017916195036288155,80,0.99275180250414,3.083651936665005,0.7091446881932463,0.7039684495932955,,,PRUNED
65,65,0.6832634951934927,2021-03-04 22:35:24.427413,2021-03-04 22:35:53.776161,0 days 00:00:29.348748,3.923687218446083e-05,30,0.9944330975780693,8.408887035599754,0.6832634951934927,,,,PRUNED
66,66,0.6652699038698545,2021-03-04 22:35:53.776400,2021-03-04 22:39:42.318297,0 days 00:03:48.541897,0.001096651983302598,50,0.9918617131566648,0.2743680145476297,0.7116095637170323,0.7121025388217895,0.6652699038698545,,PRUNED
67,67,0.7086517130884891,2021-03-04 22:39:42.318507,2021-03-04 22:41:01.558727,0 days 00:01:19.240220,0.00020135803215511451,30,0.9900168489404155,9.5536201451496,0.7086517130884891,,,,PRUNED
68,68,0.7015035740695095,2021-03-04 22:41:01.558912,2021-03-04 22:41:14.418181,0 days 00:00:12.859269,0.0004619131860676682,50,0.9970145773199569,5.857643906508643,0.7015035740695095,,,,PRUNED
69,69,0.7052008873551886,2021-03-04 22:41:14.418400,2021-03-04 22:42:33.398206,0 days 00:01:18.979806,0.0003656641614766828,10,0.9926129250552436,19.89757014220835,0.7052008873551886,,,,PRUNED
70,70,0.7042149371456742,2021-03-04 22:42:33.398391,2021-03-04 22:43:02.685441,0 days 00:00:29.287050,0.0004970262589554216,70,0.9969771590261233,13.577364142589103,0.7042149371456742,,,,PRUNED
71,71,0.707419275326596,2021-03-04 22:43:02.685655,2021-03-04 22:43:32.024053,0 days 00:00:29.338398,0.0006710806148080522,20,0.9964752250374141,1.8635147151606826,0.7076657628789746,0.707419275326596,,,PRUNED
72,72,0.7044614246980527,2021-03-04 22:43:32.024276,2021-03-04 22:43:44.884958,0 days 00:00:12.860682,0.00210056831687362,100,0.9940064928095008,13.659232955062016,0.7044614246980527,,,,PRUNED
73,73,0.7079122504313532,2021-03-04 22:43:44.885178,2021-03-04 22:47:56.656140,0 days 00:04:11.770962,1.2634933180083655e-05,30,0.994399717448592,0.2940253835059552,0.7024895242790239,,,,COMPLETE
74,74,0.6864678333744146,2021-03-04 22:47:56.656799,2021-03-04 22:49:15.740367,0 days 00:01:19.083568,0.003244058355446315,30,0.9909176810342145,12.119112213141598,0.6864678333744146,,,,PRUNED
75,75,0.67315750554597,2021-03-04 22:49:15.740610,2021-03-04 22:53:04.797649,0 days 00:03:49.057039,9.350539964100384e-05,70,0.9963539313315353,8.530554924089625,0.7111165886122751,0.67315750554597,,,PRUNED
76,76,0.7017500616218881,2021-03-04 22:53:04.797839,2021-03-04 22:53:17.565948,0 days 00:00:12.768109,0.0054058477959759085,30,0.9985121108242463,10.007864760332865,0.7017500616218881,,,,PRUNED
77,77,0.700517623859995,2021-03-04 22:53:17.566184,2021-03-04 22:57:29.004490,0 days 00:04:11.438306,0.0001383508066812829,60,0.9954542008244136,17.105884204947767,0.7108701010598965,0.7157998521074685,0.7111165886122751,0.6975597732314518,COMPLETE
78,78,0.7017500616218881,2021-03-04 22:57:29.005133,2021-03-04 22:57:58.543672,0 days 00:00:29.538539,0.0001333456900343854,70,0.9945142960690354,18.308652375259825,0.7123490263741681,0.7017500616218881,,,PRUNED
79,79,0.6985457234409662,2021-03-04 22:57:58.543879,2021-03-04 22:58:11.273215,0 days 00:00:12.729336,5.488846594321245e-05,60,0.9950838250731505,14.941182625094713,0.6985457234409662,,,,PRUNED
80,80,0.7032289869361598,2021-03-04 22:58:11.273425,2021-03-04 22:58:40.588194,0 days 00:00:29.314769,0.00217521554048066,20,0.9986729351908308,17.150568481104624,0.7032289869361598,,,,PRUNED
81,81,0.7069263002218388,2021-03-04 22:58:40.588433,2021-03-04 22:59:09.977065,0 days 00:00:29.388632,0.00013774042421179706,40,0.9949802658301887,8.73984727051077,0.7069263002218388,,,,PRUNED
82,82,0.7012570865171309,2021-03-04 22:59:09.977307,2021-03-04 23:00:29.241797,0 days 00:01:19.264490,0.0006483462077888816,60,0.9935362037693134,5.61815141135561,0.7012570865171309,,,,PRUNED
83,83,0.688686221345822,2021-03-04 23:00:29.242000,2021-03-04 23:00:41.957191,0 days 00:00:12.715191,2.9785661652304723e-05,70,0.9957032065779972,18.58181086135632,0.688686221345822,,,,PRUNED
84,84,0.7012570865171309,2021-03-04 23:00:41.957434,2021-03-04 23:00:54.730312,0 days 00:00:12.772878,8.239307448872048e-05,60,0.9962113226746936,12.021847883805266,0.7012570865171309,,,,PRUNED
85,85,0.6990386985457234,2021-03-04 23:00:54.730535,2021-03-04 23:01:07.621611,0 days 00:00:12.891076,0.0003336273463505171,50,0.9954199704853653,16.13075753656724,0.6990386985457234,,,,PRUNED
86,86,0.700517623859995,2021-03-04 23:01:07.621853,2021-03-04 23:01:20.429598,0 days 00:00:12.807745,0.0001528729670577904,80,0.994857634901926,7.563321647647323,0.700517623859995,,,,PRUNED
87,87,0.6973132856790732,2021-03-04 23:01:20.429842,2021-03-04 23:01:49.906104,0 days 00:00:29.476262,0.00047993122732693783,20,0.9972090243932817,3.27599711961006,0.6973132856790732,,,,PRUNED
88,88,0.7032289869361598,2021-03-04 23:01:49.906304,2021-03-04 23:02:19.112715,0 days 00:00:29.206411,0.0016880290003527395,60,0.9937127961614672,5.735862693259042,0.7032289869361598,,,,PRUNED
89,89,0.7064333251170816,2021-03-04 23:02:19.112965,2021-03-04 23:03:38.277103,0 days 00:01:19.164138,0.000255782482913834,20,0.9911493029694286,16.583282911803114,0.7064333251170816,,,,PRUNED
90,90,0.7069263002218388,2021-03-04 23:03:38.277308,2021-03-04 23:03:51.041266,0 days 00:00:12.763958,1.926618415937201e-05,40,0.9971448346690652,0.6855670375274167,0.7069263002218388,,,,PRUNED
91,91,0.6990386985457234,2021-03-04 23:03:51.041499,2021-03-04 23:05:10.071309,0 days 00:01:19.029810,5.071937259909491e-05,40,0.9962764251811747,11.321391810366165,0.6990386985457234,,,,PRUNED
92,92,0.675622381069756,2021-03-04 23:05:10.071554,2021-03-04 23:08:57.890076,0 days 00:03:47.818522,5.439700361418513e-05,20,0.9982672608271129,6.573291922503986,0.675622381069756,,,,PRUNED
93,93,0.7012570865171309,2021-03-04 23:08:57.890295,2021-03-04 23:10:17.397776,0 days 00:01:19.507481,1.1888914891545214e-05,10,0.9936721650187269,7.171460272666836,0.7012570865171309,,,,PRUNED
94,94,0.6965738230219374,2021-03-04 23:10:17.397988,2021-03-04 23:10:46.762177,0 days 00:00:29.364189,0.003514366042499274,70,0.9927045714947903,3.866201782312518,0.6965738230219374,,,,PRUNED
95,95,0.706186837564703,2021-03-04 23:10:46.762417,2021-03-04 23:11:16.203959,0 days 00:00:29.441542,0.0006272036147934047,50,0.9909514345442012,6.876797673458087,0.706186837564703,,,,PRUNED
96,96,0.7042149371456742,2021-03-04 23:11:16.204207,2021-03-04 23:12:35.700343,0 days 00:01:19.496136,0.00023694034878597988,80,0.9934945112008218,10.382017044538408,0.7076657628789746,0.7042149371456742,,,PRUNED
97,97,0.7069263002218388,2021-03-04 23:12:35.700542,2021-03-04 23:13:05.000103,0 days 00:00:29.299561,0.0006624850650824595,30,0.9904624442898672,3.915537341120918,0.7091446881932463,0.7069263002218388,,,PRUNED
98,98,0.6107961547941829,2021-03-04 23:13:05.000334,2021-03-04 23:16:53.551831,0 days 00:03:48.551497,7.94292856178219e-05,60,0.9961979039183398,0.5123438993629099,0.7071727877742174,0.7207296031550406,0.6107961547941829,,PRUNED
99,99,0.7010105989647523,2021-03-04 23:16:53.552027,2021-03-04 23:17:06.245172,0 days 00:00:12.693145,6.38722118967014e-05,70,0.9931959946755157,4.715829168831323,0.7010105989647523,,,,PRUNED
100,100,0.7010105989647523,2021-03-04 23:17:06.245423,2021-03-04 23:17:35.621562,0 days 00:00:29.376139,0.003969881089908116,40,0.9921705209552402,9.272802879984283,0.7010105989647523,,,,PRUNED
101,101,0.7054473749075671,2021-03-04 23:17:35.621786,2021-03-04 23:17:48.351844,0 days 00:00:12.730058,0.00011302447818847893,20,0.9962972172797575,6.688100696231716,0.7054473749075671,,,,PRUNED
102,102,0.7064333251170816,2021-03-04 23:17:48.352100,2021-03-04 23:18:01.112879,0 days 00:00:12.760779,3.989992028427776e-05,10,0.9919135378181346,0.007313124264569426,0.7064333251170816,,,,PRUNED
103,103,0.6820310574315998,2021-03-04 23:18:01.113090,2021-03-04 23:21:49.527171,0 days 00:03:48.414081,0.0002693361334544322,40,0.9977400088714814,0.9793876488130177,0.7148139018979541,0.716785802316983,0.7022430367266453,0.6820310574315998,PRUNED
104,104,0.7084052255361104,2021-03-04 23:21:49.527398,2021-03-04 23:22:18.922225,0 days 00:00:29.394827,0.0002558202903124444,40,0.997650470381321,2.131579159013403,0.7128420014789253,0.7084052255361104,,,PRUNED
105,105,0.6889327088982007,2021-03-04 23:22:18.922457,2021-03-04 23:22:48.384425,0 days 00:00:29.461968,3.752796005712895e-05,30,0.9946954881696415,12.618872908335517,0.6889327088982007,,,,PRUNED
106,106,0.7029824993837811,2021-03-04 23:22:48.384687,2021-03-04 23:23:01.137653,0 days 00:00:12.752966,0.00018616731989362086,50,0.9980875110327683,0.9281147114718644,0.7029824993837811,,,,PRUNED
107,107,0.703721962040917,2021-03-04 23:23:01.137871,2021-03-04 23:23:14.024474,0 days 00:00:12.886603,0.0005375282152823381,30,0.9968163591095767,3.4152402767943215,0.703721962040917,,,,PRUNED
108,108,0.706186837564703,2021-03-04 23:23:14.024671,2021-03-04 23:23:43.226058,0 days 00:00:29.201387,0.0008639474525161834,50,0.9931991602833377,2.5225887520964534,0.706186837564703,,,,PRUNED
109,109,0.7022430367266453,2021-03-04 23:23:43.226303,2021-03-04 23:25:02.404259,0 days 00:01:19.177956,0.0020088559257484327,30,0.9989998442339801,3.720814418533589,0.7022430367266453,,,,PRUNED
110,110,0.7022430367266453,2021-03-04 23:25:02.404513,2021-03-04 23:25:31.865586,0 days 00:00:29.461073,0.00029113247268554396,80,0.9957095672338186,10.217517322663324,0.7022430367266453,,,,PRUNED
111,111,0.6899186591077151,2021-03-04 23:25:31.865816,2021-03-04 23:25:44.567464,0 days 00:00:12.701648,0.0009410897457465406,40,0.9974618038489488,1.1700043836050247,0.6899186591077151,,,,PRUNED
112,112,0.7042149371456742,2021-03-04 23:25:44.567688,2021-03-04 23:25:57.362367,0 days 00:00:12.794679,8.505251718691138e-05,60,0.9987581351972874,9.734747447026436,0.7042149371456742,,,,PRUNED
113,113,0.6835099827458714,2021-03-04 23:25:57.362634,2021-03-04 23:27:16.533961,0 days 00:01:19.171327,0.0075575466803236195,60,0.9955365680615788,9.998553079486925,0.6835099827458714,,,,PRUNED
114,114,0.6775942814887849,2021-03-04 23:27:16.534217,2021-03-04 23:31:05.886232,0 days 00:03:49.352015,8.274109834169466e-05,50,0.9980876776937139,6.027541635222246,0.7165393147646044,0.6775942814887849,,,PRUNED
115,115,0.7113630761646537,2021-03-04 23:31:05.886446,2021-03-04 23:31:35.338472,0 days 00:00:29.452026,0.00017049140131696956,30,0.9959635361413551,8.289358257865043,0.7079122504313532,0.7113630761646537,,,PRUNED
116,116,0.7002711363076165,2021-03-04 23:31:35.338692,2021-03-04 23:32:54.550210,0 days 00:01:19.211518,3.1051335314915216e-05,40,0.9973732502028485,3.5721514038689235,0.7002711363076165,,,,PRUNED
117,117,0.7113630761646537,2021-03-04 23:32:54.550460,2021-03-04 23:34:13.603601,0 days 00:01:19.053141,0.00016676226476838353,40,0.9940690034636347,5.234160629782418,0.7165393147646044,0.7113630761646537,,,PRUNED
118,118,0.67315750554597,2021-03-04 23:34:13.603805,2021-03-04 23:35:32.845113,0 days 00:01:19.241308,1.040381637688056e-05,40,0.9900710518669431,12.00497411519936,0.7160463396598472,0.67315750554597,,,PRUNED
119,119,0.6946019226029085,2021-03-04 23:35:32.845323,2021-03-04 23:39:21.079549,0 days 00:03:48.234226,1.0205252609318422e-05,60,0.9901831874598289,16.535358519003495,0.7140744392408184,0.7125955139265467,0.6946019226029085,,PRUNED
120,120,0.7034754744885383,2021-03-04 23:39:21.079756,2021-03-04 23:39:50.519193,0 days 00:00:29.439437,0.00036677307422871766,30,0.9910401071225864,18.661932166379557,0.7034754744885383,,,,PRUNED
121,121,0.7029824993837811,2021-03-04 23:39:50.519435,2021-03-04 23:40:19.865158,0 days 00:00:29.345723,1.8258267501753872e-05,20,0.9950127441968104,11.422656227326575,0.7029824993837811,,,,PRUNED
122,122,0.7042149371456742,2021-03-04 23:40:19.865415,2021-03-04 23:40:32.706069,0 days 00:00:12.840654,0.0003577964640121729,20,0.997826807942326,5.210002020607915,0.7042149371456742,,,,PRUNED
123,123,0.7049543998028099,2021-03-04 23:40:32.706310,2021-03-04 23:40:45.420153,0 days 00:00:12.713843,0.00026200581217612675,30,0.9968850358334889,2.4741518944865577,0.7049543998028099,,,,PRUNED
124,124,0.6992851860981021,2021-03-04 23:40:45.420384,2021-03-04 23:42:04.552809,0 days 00:01:19.132425,0.00011639028456701705,50,0.9953449932282942,0.0908221923567819,0.7150603894503328,0.7160463396598472,0.6992851860981021,,PRUNED
